"QID","value"
"Q68174021","10.5240/9B14-315F-DE63-54C7-D290-D"
"Q68588829","10.5240/05C7-A55A-F9E0-62AC-2475-Y"
"Q68840296","10.5240/43D6-6141-5116-F42C-F1CA-N"
"Q68947951","10.5240/9C54-C009-D1AC-9012-1624-H"
"Q69550155","10.5240/692C-2964-EDF3-18B7-1F05-W"
"Q69519930","10.5240/95A8-807F-AD6E-58E7-D133-Z"
"Q69990105","10.5240/88C2-13D0-C495-0680-4C91-N"
"Q70206991","10.5240/4593-2823-5178-C8CB-1FE2-Q"
"Q71282487","10.5240/7F70-6893-B886-0AE8-BAEE-V"
"Q72710758","10.5240/5222-D9A1-F10E-F6AD-186A-E"
"Q73023747","10.5240/3026-C244-2CC3-DF48-A635-4"
"Q73536619","10.5240/E6BA-F548-244F-AAD6-9FDD-J"
"Q74797989","10.5240/44F5-912D-321E-20E2-9FC4-4"
"Q76535044","10.5240/96BC-A319-A6DF-852C-E4CC-Y"
"Q76821622","10.5240/480B-2F1E-476E-D6B6-E286-O"
"Q77401079","10.5240/9A35-3AAF-C6B9-5192-9B33-Q"
"Q77885654","10.5240/7638-6E19-92A1-0551-568C-H"
"Q77906219","10.5240/FC9C-BCD0-9AB8-8162-4B52-F"
"Q77948675","10.5240/BBAC-5F0E-1C50-1EDD-D265-G"
"Q80177730","10.5240/B429-3B7E-9F13-72D6-7C71-3"
"Q80265844","10.5240/6546-C2C9-24BF-D530-3C8D-0"
"Q80803052","10.5240/F6BB-A9BF-21E9-EB61-1664-F"
"Q80930281","10.5240/1B2A-B9E7-7AA4-C24E-CCB7-4"
"Q81195134","10.5240/58A3-6F15-B81D-2D7C-B9A9-L"
"Q81568276","10.5240/9742-3E2A-3490-C274-EBA5-8"
"Q81565225","10.5240/FCB7-8C7C-60A4-828F-9C22-R"
"Q81941586","10.5240/8CD6-65CE-0E70-3A3D-EE7F-3"
"Q646269","10.5240/D5EB-4793-346A-1F61-9BE3-Q"
"Q627975","10.5240/D653-2F83-0CA4-29E2-1395-Y"
"Q640547","10.5240/D866-D4A8-D026-EFD5-0A71-D"
"Q646187","10.5240/DA8B-82F1-B135-801E-D3BD-P"
"Q632532","10.5240/DC86-B0B7-2C8B-FDDF-BAC4-K"
"Q626215","10.5240/DEC3-0384-EBBD-2366-196C-5"
"Q623855","10.5240/E034-5625-93F3-58B8-0300-6"
"Q637820","10.5240/E162-918A-1D5A-B963-556B-S"
"Q631377","10.5240/E6FE-C468-87E3-3402-D11B-L"
"Q638343","10.5240/E921-AFA1-4179-B5AF-8489-8"
"Q624055","10.5240/E9FD-D00D-40D8-B315-2A26-5"
"Q622889","10.5240/ED6C-AA21-E6FA-FBDC-84CC-0"
"Q623336","10.5240/F25D-F5D1-E2F4-6154-CFB3-H"
"Q625136","10.5240/F551-DA52-BCE1-6BAB-E844-D"
"Q664532","10.5240/0238-BEAB-B543-5851-52DD-2"
"Q670045","10.5240/07A0-2F29-A157-8A49-E8DC-V"
"Q673627","10.5240/07B4-5724-4544-4149-E0CD-J"
"Q655315","10.5240/0A90-CBF7-CA14-A5EA-2321-E"
"Q651126","10.5240/0AAD-AED2-01EC-9427-F6C4-5"
"Q658204","10.5240/0E81-2B8B-52CF-EE16-B0B1-7"
"Q663034","10.5240/134A-3673-4545-18D5-2548-K"
"Q664726","10.5240/139A-9EF3-51E4-FAB6-289C-Q"
"Q671131","10.5240/1ED2-70BB-49FC-F0EA-F7B1-X"
"Q658041","10.5240/211D-FBF2-E8CF-4DFF-33B2-T"
"Q676316","10.5240/25BA-0AA3-2948-D093-8B1C-0"
"Q653336","10.5240/28DB-FEF7-38A3-C808-F8F2-D"
"Q675205","10.5240/2927-953F-91D4-A5AF-3D2B-I"
"Q667799","10.5240/2C15-B0C0-087E-25BC-6943-F"
"Q659671","10.5240/2D62-F760-D1E6-B5B8-4661-U"
"Q660190","10.5240/2EBA-6564-D955-FD10-7C9B-D"
"Q651296","10.5240/336C-6CBA-D9E0-92D3-7D4E-8"
"Q651081","10.5240/38B4-714C-5EED-EFF2-F968-L"
"Q663298","10.5240/3B32-D28E-3D9E-D013-3E44-Q"
"Q658009","10.5240/4359-4D90-C584-7BD3-9F76-8"
"Q663341","10.5240/44F7-3CF6-CC15-D29B-A2B3-F"
"Q655028","10.5240/5395-A4F6-CEDE-A74B-063F-Z"
"Q673437","10.5240/56D3-C8BA-B110-C042-64D6-5"
"Q652304","10.5240/5832-658C-AE8C-2B7C-2B6F-X"
"Q673486","10.5240/5E95-ABF5-E792-210B-5B0D-X"
"Q660463","10.5240/67BB-148A-90F2-4EF5-F3CB-A"
"Q659793","10.5240/6998-26FE-BE89-E9F8-E210-B"
"Q659037","10.5240/6C42-6F30-3944-E533-2008-E"
"Q663834","10.5240/7080-C6C7-87BE-5D48-EA5C-7"
"Q669308","10.5240/7EEC-B9F8-5AC4-CEAE-E5C9-V"
"Q654075","10.5240/8234-4071-39E3-2808-272B-7"
"Q669231","10.5240/8B98-B63A-4F74-A256-805B-G"
"Q660387","10.5240/8FC2-0ADA-DD58-2C29-A1CF-S"
"Q672480","10.5240/9F47-8139-7261-5F1B-AA6C-Q"
"Q655230","10.5240/9FD5-B59E-9C14-168D-F7F4-J"
"Q654439","10.5240/A8CB-30AC-7EB9-7EE9-D0B9-4"
"Q670831","10.5240/AA2D-B525-A499-BE79-1023-7"
"Q671397","10.5240/B667-DD8A-533F-B3C8-E4EC-C"
"Q651950","10.5240/B72C-85AA-9D51-E2E8-6B14-0"
"Q653473","10.5240/C223-9AD8-940B-C84C-EF15-W"
"Q665817","10.5240/C4C4-0830-EA6C-8DA2-3471-9"
"Q666422","10.5240/C556-E0F7-8AC7-CB61-FB05-5"
"Q666082","10.5240/C76B-3EE7-DCCF-BB67-DBF6-7"
"Q673099","10.5240/C7E3-30CA-4545-C75E-2945-4"
"Q650460","10.5240/CAC6-21B3-B84A-0333-2CF0-D"
"Q652586","10.5240/CD84-5FEA-717F-D10B-475E-J"
"Q656966","10.5240/D051-DCB5-1474-51DE-E564-Y"
"Q677524","10.5240/E570-71F5-0147-57B7-D905-Q"
"Q654916","10.5240/E5F9-7585-5A67-B809-0ED9-Y"
"Q666364","10.5240/EBFB-AA05-31AC-D32B-CDC8-8"
"Q676039","10.5240/FE81-7109-81B0-A824-E6D6-3"
"Q671588","10.5240/FF80-4A3B-1F12-D582-8132-Q"
"Q705714","10.5240/06CB-9E8E-5247-7812-5623-Q"
"Q693355","10.5240/096C-4486-4E1A-635A-ABED-E"
"Q705003","10.5240/1221-F4AA-83F0-604B-4D0B-M"
"Q700174","10.5240/1559-C8DB-101E-FAA6-05E2-7"
"Q688906","10.5240/2B1A-E343-EE8D-2880-3942-2"
"Q685741","10.5240/2E07-5A36-8AF2-1A80-F42F-E"
"Q705390","10.5240/3103-2D45-BF55-5F31-197B-2"
"Q700736","10.5240/3828-D4B7-F874-48F0-2F88-A"
"Q691257","10.5240/3E8C-F919-F9BE-89A9-19F4-Z"
"Q700694","10.5240/49A2-AB01-3B9F-7B25-467F-A"
"Q690398","10.5240/4C45-C9A0-2D84-CEBD-FE24-Z"
"Q694512","10.5240/53AB-D20E-AA97-ADEE-D020-I"
"Q686985","10.5240/5E21-2092-3840-6D05-F093-0"
"Q699278","10.5240/7CE8-FADE-4CD7-1F36-FEE3-E"
"Q683020","10.5240/7DA5-9317-4510-02FF-998D-W"
"Q680573","10.5240/8441-DE7F-AD19-9770-473A-T"
"Q692367","10.5240/8527-BDC6-9507-2EA7-4D7D-I"
"Q695389","10.5240/8AF7-3117-3972-9FB6-B3D8-P"
"Q685625","10.5240/907B-A3A9-A90E-E34E-D1F7-E"
"Q679023","10.5240/9391-4394-9893-289F-E537-A"
"Q685793","10.5240/AB0C-3CA3-6141-663B-1A9A-9"
"Q690892","10.5240/AD9C-7967-4569-A191-22FB-F"
"Q682418","10.5240/B160-BA76-A675-E12F-B80D-6"
"Q699299","10.5240/B170-DD3F-94E2-9325-38AF-G"
"Q678972","10.5240/B842-2614-713C-4438-A74D-R"
"Q689067","10.5240/BAF7-883F-5418-5CD5-FED1-I"
"Q701584","10.5240/BEE1-0099-106A-F2F9-BDCC-0"
"Q686168","10.5240/C093-7219-A9A5-2F28-4F5A-X"
"Q690583","10.5240/C445-357A-5E4D-CBD0-E155-5"
"Q696206","10.5240/CBD8-2F2A-D623-C6F1-D8D8-H"
"Q699946","10.5240/D51D-7FF0-52C7-2554-E065-0"
"Q701827","10.5240/D6D3-8B96-7F03-B51F-51A3-J"
"Q691916","10.5240/E4D9-AADE-6F8F-541D-24B9-Q"
"Q703083","10.5240/E873-921F-420F-CEE9-B398-K"
"Q1220035","10.5240/DB8A-F4D6-D183-BB71-CF85-X"
"Q1218963","10.5240/DDBE-BC0E-4909-9053-64F3-Z"
"Q1198767","10.5240/DEBE-69D0-0968-1078-3ABA-M"
"Q1217364","10.5240/E026-46C7-9906-6241-81B8-X"
"Q1211705","10.5240/E1E6-946F-A844-EB98-90CE-5"
"Q1212816","10.5240/E382-C396-EB27-30E8-B255-J"
"Q1216882","10.5240/E63D-86D9-E966-493E-31C2-C"
"Q1232074","10.5240/E9A7-7E1E-2804-9AF9-A8B0-G"
"Q1199685","10.5240/EA53-9AD0-BB4B-A4B0-1DCB-W"
"Q1219853","10.5240/EAEB-01C2-3AA5-FF92-183E-C"
"Q1217883","10.5240/EBF8-8E7F-9CE7-5533-E07E-G"
"Q1218571","10.5240/EDCD-55D7-DCEC-7BA1-F6C3-L"
"Q1214768","10.5240/EE9B-83BE-995A-8542-10EF-3"
"Q1235319","10.5240/EED2-4A57-51D3-9446-9358-X"
"Q1198736","10.5240/F301-8799-2664-FAF7-F43B-R"
"Q1219023","10.5240/F444-AAB5-9C5D-5BFA-04A9-A"
"Q1231219","10.5240/F87E-915C-013C-6DB2-1E7E-P"
"Q1199284","10.5240/F8BE-3096-13A2-0DCA-3A0F-L"
"Q1216160","10.5240/F8D5-6D5C-118B-F395-30E3-7"
"Q1236347","10.5240/F971-9076-DC96-D9E6-ED85-U"
"Q1214541","10.5240/FBDE-3B59-57BE-2B2E-ED93-P"
"Q1230181","10.5240/FE1F-E4CA-C45C-9724-3BC3-C"
"Q1218263","10.5240/FF99-5775-1596-DBDC-34DA-F"
"Q1243508","10.5240/03A8-6A77-4941-C7F2-3478-K"
"Q1255499","10.5240/0B7A-A41F-67FE-5B3C-6B94-K"
"Q1275343","10.5240/0D7B-EDC9-B01A-71AB-A74A-L"
"Q1264983","10.5240/16B7-AF3D-950F-BFA1-BF03-P"
"Q1248556","10.5240/1C0B-5921-8976-A78A-9199-9"
"Q1271561","10.5240/1C61-C66E-6401-5A9B-8A9A-B"
"Q1262391","10.5240/21DF-BE73-7362-D170-AEE3-P"
"Q1262427","10.5240/2935-1421-1E3A-D9E7-A361-W"
"Q1275605","10.5240/2A77-3553-61C3-1CCD-BBAC-T"
"Q1257106","10.5240/2AD9-DE6C-96A0-85A8-D5F0-S"
"Q1248855","10.5240/327E-D062-E68C-86DC-9DBB-C"
"Q1247293","10.5240/3A67-3192-9B27-A00B-5C05-V"
"Q1246021","10.5240/4279-0E8C-8D8F-A01C-A2E5-2"
"Q1253384","10.5240/4604-1D66-FDD2-064B-A60D-6"
"Q1265679","10.5240/5497-0087-CE80-B078-257A-Z"
"Q1278073","10.5240/56C5-40E4-A746-B56B-2AD7-0"
"Q1273024","10.5240/5837-7AE6-B3B4-162B-EE3B-2"
"Q1254256","10.5240/5D31-338F-ADE3-D2B7-FFF0-P"
"Q1253229","10.5240/5D7B-9785-7279-DEDD-B4C1-F"
"Q1272933","10.5240/5FF2-6230-B4CA-42A6-A322-O"
"Q1270503","10.5240/619F-B520-C9FD-277E-DC12-F"
"Q1253121","10.5240/61FE-56A5-B2C5-87E9-9095-M"
"Q1247377","10.5240/7718-8CCB-7A67-E78E-2D77-S"
"Q1258948","10.5240/7C39-D514-C68D-6E3B-D081-F"
"Q1248429","10.5240/7CA6-F9FB-7D8B-DBC8-A0C7-S"
"Q1280769","10.5240/7DD7-7576-BABC-093D-3E36-W"
"Q1248550","10.5240/7FD3-D7C5-2782-BFB9-06E4-W"
"Q1246938","10.5240/80B8-6A70-EFDF-3A86-9BFD-A"
"Q1281036","10.5240/82A7-4CE0-2EE7-733C-A119-M"
"Q1278929","10.5240/844E-694A-067B-18D4-D690-6"
"Q1247874","10.5240/86BA-C3A1-BF77-1E42-43F3-R"
"Q1267931","10.5240/8DCD-F187-15F9-8ADF-B670-D"
"Q1265087","10.5240/8F4D-EEBE-56E6-F7CE-54B7-V"
"Q1254042","10.5240/A230-8EEF-2024-8EB4-30D2-D"
"Q1258855","10.5240/A558-F54E-8473-BCA2-266F-M"
"Q1271867","10.5240/AD5B-10AB-7AC5-4AEB-99AC-F"
"Q1245287","10.5240/AEAD-8A02-6F42-93C5-E4A1-3"
"Q1257182","10.5240/B04D-3F21-3821-7A51-1676-F"
"Q1246020","10.5240/B051-1858-44B7-6CC4-07A9-1"
"Q1241894","10.5240/B0F1-4A25-FDAB-38C0-DDAB-X"
"Q1277329","10.5240/B15E-8C4D-DB59-AA11-AC4B-E"
"Q1258928","10.5240/B4C4-93C5-32BD-63EB-3D44-E"
"Q1247886","10.5240/B5F3-A1F4-2BAF-703E-3A25-3"
"Q1248074","10.5240/BAD4-F86C-9E1C-7E8C-039B-8"
"Q1262985","10.5240/BB33-6D7C-393C-ECBA-1E3A-M"
"Q1254119","10.5240/BD91-2B1C-5C22-2972-DF43-W"
"Q1254108","10.5240/C16A-4EBC-1166-63CE-9812-A"
"Q1257147","10.5240/C3B9-84FA-3611-2C71-8937-P"
"Q1265272","10.5240/C854-62BD-D035-92EB-8FAA-H"
"Q1243374","10.5240/D29A-297F-A815-35A5-32D7-Y"
"Q1254404","10.5240/D392-57A9-071E-74BC-8B23-A"
"Q1248806","10.5240/E4D4-D482-9984-C120-E196-8"
"Q1254777","10.5240/ED91-6450-3E8A-E6C6-9D5D-G"
"Q1271407","10.5240/EE97-1DDD-618E-E8B5-2C2A-6"
"Q1261193","10.5240/EF83-0F72-EF44-706C-3AB3-W"
"Q1265779","10.5240/FC9E-16F1-7FA3-59A6-DEAC-Z"
"Q1249597","10.5240/FCE8-0D7C-BC96-C16B-F628-I"
"Q1305419","10.5240/01B9-9A14-5495-168E-108C-J"
"Q1306392","10.5240/062D-BA79-9FDE-D115-BA02-N"
"Q1305672","10.5240/088C-7E58-F07A-2FC2-74E4-H"
"Q1304509","10.5240/096E-7C9C-BD19-FB07-19F8-4"
"Q1309800","10.5240/0C1A-B07E-DA38-7E53-9207-L"
"Q1286387","10.5240/1882-D053-B1D6-64DC-1DFE-Y"
"Q1326400","10.5240/18D8-328D-094C-F6B4-BD54-R"
"Q1304863","10.5240/1A61-0079-ED29-638F-9117-O"
"Q1291491","10.5240/1AFB-761F-54FE-90B6-D1C5-9"
"Q1313453","10.5240/1D67-3F13-4880-59E5-5680-B"
"Q1322346","10.5240/24D0-1653-9C97-8699-3D33-F"
"Q1326650","10.5240/24E0-0D25-BB6F-F168-0089-Q"
"Q1300203","10.5240/29D9-4F7E-5335-E74A-D326-7"
"Q1312427","10.5240/2C0D-1AA6-5BD9-EA8C-58D2-Q"
"Q1306840","10.5240/2C4B-83B9-F714-1897-D0EC-L"
"Q1300148","10.5240/2EF6-DF24-729D-22AA-63C9-P"
"Q1309576","10.5240/2F30-98B2-E4F7-0BB6-61ED-Z"
"Q1297250","10.5240/3108-7996-F969-DCB9-8BCE-7"
"Q1308019","10.5240/35A7-45EB-D82B-34AE-6E16-B"
"Q1304785","10.5240/365C-5912-81A5-3AAA-37AD-O"
"Q1324090","10.5240/3729-E559-D4C2-D140-E3C5-I"
"Q1304023","10.5240/3B33-1F09-4727-38C9-F562-3"
"Q1282904","10.5240/419C-BA89-6976-E4C2-D48D-0"
"Q1284961","10.5240/430B-EB20-A8C3-7B04-4DED-W"
"Q1324479","10.5240/465F-BB3C-7B30-9981-233F-A"
"Q1299097","10.5240/4793-7916-FA1B-208F-DDB4-W"
"Q1307065","10.5240/4909-046C-2210-CC34-D770-K"
"Q1304692","10.5240/4A58-945D-0EFB-D242-0A60-A"
"Q1306265","10.5240/5410-FF6F-D81F-566E-F117-F"
"Q1304590","10.5240/5417-B110-4778-42B3-AE3D-K"
"Q1304008","10.5240/5C5B-28EB-9E4B-CD7C-52C7-X"
"Q1319632","10.5240/5D76-C36F-093E-8CA0-0FED-A"
"Q1298926","10.5240/65BA-C8B1-08B1-302B-3A76-W"
"Q1304431","10.5240/688D-0C9B-7F05-4A88-3672-Q"
"Q1304513","10.5240/6926-B54C-04A1-1CF8-12AE-H"
"Q1283627","10.5240/6E83-5348-5D62-811F-114D-0"
"Q1305799","10.5240/71D0-33D9-579B-D02E-84B8-6"
"Q1304298","10.5240/7749-DCD2-2267-A6B8-34A6-G"
"Q1307030","10.5240/7823-BBCF-0698-2004-8840-5"
"Q1323058","10.5240/7919-E178-CE93-1E6E-8738-P"
"Q1296385","10.5240/7ECA-CFDF-E88D-79AA-C0A2-S"
"Q1302032","10.5240/7F3B-9161-5AE8-D19A-B66B-W"
"Q1287353","10.5240/8063-927F-8EA7-869D-2264-M"
"Q1295140","10.5240/8436-366B-4C9C-9F99-7323-9"
"Q1319155","10.5240/85BE-72DB-96DC-2F0A-9A3C-O"
"Q1305777","10.5240/8D78-A939-CBC3-F115-B978-R"
"Q1294901","10.5240/8D83-8F7E-0BB1-14D9-C910-M"
"Q1304614","10.5240/91D7-743D-4770-70E4-F308-J"
"Q1307028","10.5240/9449-0D26-DD86-8C5B-276F-E"
"Q1314212","10.5240/9473-5BD6-5F27-8D3D-C2FF-F"
"Q1324730","10.5240/9D51-5256-832B-F1EC-D74B-H"
"Q1320705","10.5240/9D51-FD71-9D86-26E6-3A90-8"
"Q1317743","10.5240/9FA1-E6D3-2D1B-8E80-B52A-3"
"Q1304996","10.5240/A202-9ABE-6B4E-945D-8057-C"
"Q1309611","10.5240/A20B-2881-665D-D794-0682-X"
"Q1286808","10.5240/A4B0-0F4D-5948-ADCA-CCF7-P"
"Q1312757","10.5240/A546-E901-D06A-84EC-D047-G"
"Q1304023","10.5240/AA03-0EA6-7765-189C-5EF9-0"
"Q1315577","10.5240/AA69-DE70-9FD9-0B0C-74BF-5"
"Q1309600","10.5240/AB26-9D4E-FDEB-59F9-E5D6-W"
"Q1305706","10.5240/ABF7-0D57-7120-4650-84FD-D"
"Q1321880","10.5240/AD07-9F74-4CB4-EC3B-BE72-K"
"Q1313530","10.5240/ADEC-F958-071A-C6E6-A683-K"
"Q1305299","10.5240/B127-4879-7545-961E-B1FC-I"
"Q1306407","10.5240/B1B6-8289-3610-EE57-1A80-9"
"Q1304355","10.5240/BC09-5420-70D7-52F8-52EB-J"
"Q1322844","10.5240/C618-499B-2ED9-228C-A9CF-N"
"Q1305039","10.5240/CCC3-0E87-CBD4-6412-9AC2-T"
"Q1302566","10.5240/D2A9-39AD-BE99-7E29-46A1-Y"
"Q1314768","10.5240/D502-67A1-C3B0-ACDC-9242-N"
"Q1295110","10.5240/DA48-A58C-55AC-985C-86AF-B"
"Q1321885","10.5240/DD3B-42E6-71E2-1913-50B4-A"
"Q1295825","10.5240/E05F-29E9-BEF1-0642-42FD-2"
"Q1295113","10.5240/E1DE-9F24-A040-62B9-8EA3-X"
"Q1306308","10.5240/E96A-A32D-2F8A-DCA9-9A68-U"
"Q1305431","10.5240/EBC5-25DE-D263-5951-C780-Y"
"Q1306566","10.5240/ED2C-1A46-9245-B35E-3BA1-5"
"Q1305238","10.5240/F318-EC0A-DABE-A656-247A-C"
"Q1306800","10.5240/F386-FD56-5B2A-A7AB-D928-E"
"Q1296280","10.5240/F999-E842-86B5-E9A6-9925-F"
"Q1334550","10.5240/0855-03EA-0102-79F6-CD69-Z"
"Q1346566","10.5240/0D6B-ED96-AE6E-E210-E864-G"
"Q1344968","10.5240/14AE-7561-999C-BC35-259F-H"
"Q1347735","10.5240/1741-B7C6-898B-CC3C-45DB-L"
"Q1336867","10.5240/1D29-4C2B-7C45-75F4-4D68-I"
"Q1345821","10.5240/2402-D53E-D937-3EDD-1B6B-E"
"Q1344787","10.5240/27E8-242D-86AC-5EFC-0BB5-W"
"Q1346335","10.5240/2DB0-16C8-BEE0-F789-9338-Z"
"Q1329919","10.5240/3E9B-FA41-4271-D236-76D0-I"
"Q1334287","10.5240/4122-E835-23A7-7D05-BFCB-H"
"Q1337485","10.5240/4A83-53A5-68F7-7D26-C7A7-D"
"Q1345242","10.5240/5255-77A7-1126-7CA8-F499-9"
"Q1347625","10.5240/53A4-B10D-4367-379D-A503-C"
"Q1347111","10.5240/61FA-0BA3-DE32-824C-656F-O"
"Q1332274","10.5240/624E-516E-FD85-3B08-E7BE-9"
"Q1343328","10.5240/687C-ADED-E2E4-750A-ED34-G"
"Q1349744","10.5240/6C9D-D916-7668-4390-6129-I"
"Q1329527","10.5240/6D9C-C620-CC19-2522-38AE-W"
"Q1353003","10.5240/72CB-2CC0-93A0-5934-1EC2-7"
"Q1334948","10.5240/76FA-F641-BF1C-4E22-368C-Z"
"Q1353837","10.5240/7D94-688F-63F5-5FE8-2110-A"
"Q1338623","10.5240/7F98-7291-D4B8-F1C7-A443-G"
"Q1347905","10.5240/882F-0E54-D713-18C8-9AC3-8"
"Q1335471","10.5240/8DE8-971E-BFC4-D712-6293-A"
"Q1341875","10.5240/9EDF-4164-B677-2AEA-29F6-3"
"Q1334782","10.5240/ABF1-CDEA-FB5E-1FA7-2295-X"
"Q1338368","10.5240/B5E3-0C39-C6B4-18AE-9608-K"
"Q1347938","10.5240/C43A-8292-4264-6291-C7F5-L"
"Q1355667","10.5240/CA17-C120-4DA0-35B3-41F0-A"
"Q1331696","10.5240/CB59-0E01-6982-A0F1-4005-4"
"Q1333654","10.5240/D3BC-9577-61F2-5F2C-60AD-7"
"Q1352428","10.5240/D79D-441B-667B-3546-BF9A-P"
"Q1356395","10.5240/EA27-C255-87AC-B1EF-5DC5-0"
"Q1354617","10.5240/EBE9-7E83-9F68-9DAF-23BB-M"
"Q1353728","10.5240/FCFB-BB7E-D329-D557-F031-S"
"Q1388653","10.5240/0A3C-CC52-3A66-133A-DB71-N"
"Q1383269","10.5240/1074-5A4F-43B0-21CC-1D1F-9"
"Q1377397","10.5240/292F-F080-45D1-9A43-9E67-L"
"Q1392744","10.5240/2C6F-AF74-E76A-7E6B-1D09-K"
"Q1374462","10.5240/32C0-254C-AF2F-9A7E-EE20-K"
"Q28790087","10.5240/7C06-FB53-1B30-AE3B-61ED-J"
"Q28753462","10.5240/BCE9-3C38-30C9-A9AE-AE5A-K"
"Q28789328","10.5240/F4CF-77B5-88FC-043E-7DE3-N"
"Q28842715","10.5240/283F-0C9D-4BE4-3DB8-75D0-U"
"Q28863791","10.5240/1F59-1FB6-550E-CBD3-FE65-2"
"Q28943856","10.5240/2C96-18C0-29D4-EBDC-02FF-Q"
"Q28870105","10.5240/54AD-4962-BAA8-E34A-E8CF-5"
"Q29016634","10.5240/15F3-3AFD-7103-7C55-6247-R"
"Q28975649","10.5240/25A1-FD5D-146D-9309-6BAF-J"
"Q29016975","10.5240/3BD0-FCEA-A2AD-EF5F-5FC9-U"
"Q29016985","10.5240/8606-DDAD-14EB-4054-F6AD-F"
"Q29016992","10.5240/A203-686C-6CA7-C7FA-22C0-U"
"Q29022287","10.5240/BDE6-28C1-934F-5AD0-592A-8"
"Q29017122","10.5240/C4D5-96E6-AFB1-B9B9-48D5-7"
"Q28955646","10.5240/D851-CE68-B2B2-3635-EFEF-6"
"Q29016967","10.5240/D8DA-27C3-BE85-EB98-0708-3"
"Q29015042","10.5240/DC8E-6416-6645-B67B-C70D-O"
"Q29021224","10.5240/E987-C6C0-06D9-7659-23CD-H"
"Q29016983","10.5240/F0E4-9B46-AC1F-5145-CC63-K"
"Q29022362","10.5240/F174-E38D-2BD1-4313-C623-R"
"Q29044352","10.5240/0D1A-14CE-C416-24A2-5FD6-H"
"Q29045061","10.5240/13BA-30BE-F9BB-D7C8-6FBD-O"
"Q29044456","10.5240/D12A-B464-19D9-016E-6DDD-A"
"Q29057443","10.5240/E7E5-8986-A21C-F5CB-9DE6-D"
"Q29168223","10.5240/C1A9-9A94-33F9-0305-6597-9"
"Q29216792","10.5240/3FCE-9E9E-7A63-12E1-D7D0-3"
"Q29245656","10.5240/D104-100A-AC50-CA16-856D-W"
"Q29378805","10.5240/5779-6299-69D6-1C4B-15E7-T"
"Q29401253","10.5240/635C-22CE-3F60-976C-30EE-A"
"Q29415932","10.5240/040A-89C4-A1F1-45BE-8B55-Z"
"Q29415948","10.5240/139A-6E1F-FFAC-6F6A-4018-W"
"Q29413183","10.5240/27D4-F80D-14BD-212B-B0F6-9"
"Q29415934","10.5240/3782-965E-30E5-45AD-F15E-R"
"Q29415917","10.5240/581C-402F-2C7C-43BE-0992-F"
"Q29415910","10.5240/5CB6-9FDF-3C4E-0DA3-D0CF-B"
"Q29415911","10.5240/6CE3-9D86-21E9-491B-DE62-X"
"Q29415909","10.5240/858A-C2CD-1D7F-4166-BAE0-O"
"Q29415930","10.5240/9706-AD2B-1574-0172-AE74-9"
"Q29440097","10.5240/AEDD-5AAC-7695-9F8E-4E83-S"
"Q29415898","10.5240/DA8F-A89D-7344-2709-7624-Q"
"Q29415912","10.5240/E7B6-7FD1-21E8-5E5F-5BFD-5"
"Q29415902","10.5240/F978-8DFE-1B86-F13A-7321-H"
"Q29565280","10.5240/0311-BA25-35DD-A741-CA80-U"
"Q29565804","10.5240/0B86-250B-51A6-1750-87B8-9"
"Q29566106","10.5240/0F32-ADB7-628B-F92A-05CC-S"
"Q29580929","10.5240/1C2E-856C-CB5C-ED31-E499-P"
"Q29566056","10.5240/22DE-F532-FA1A-1B7F-9A30-W"
"Q29566318","10.5240/27CA-7D74-CA0B-5F69-79BB-7"
"Q29566336","10.5240/2AC6-48ED-3212-0093-E678-J"
"Q29565315","10.5240/2AD1-3620-55C0-D1F8-2B85-A"
"Q29566305","10.5240/2CB7-3FE5-75A1-77A9-7916-U"
"Q29565180","10.5240/2E50-EFA2-DD2E-3E2E-8542-1"
"Q29566373","10.5240/35DC-8721-4964-90C8-08A6-7"
"Q29565394","10.5240/39CA-E3AF-BE1A-97F8-5C3D-Y"
"Q29565349","10.5240/3A92-F884-124D-B3D8-85B1-C"
"Q29565371","10.5240/3BA7-2EE3-30EA-CC9E-166C-A"
"Q29565502","10.5240/4302-D64B-641D-063F-5252-8"
"Q29565203","10.5240/450B-ED75-227D-49AB-E1AA-T"
"Q29566218","10.5240/5100-C5C2-7980-AECC-5FFE-Z"
"Q29566053","10.5240/5C2F-4273-44E0-D432-8865-Y"
"Q29566424","10.5240/5F98-328A-6710-7B2F-40FE-E"
"Q29565744","10.5240/6239-49DF-422D-2F95-B4C3-N"
"Q29565169","10.5240/62CC-AC5C-96ED-6ABD-681D-Z"
"Q29565420","10.5240/6499-B92D-80E2-E54F-CD61-C"
"Q29565277","10.5240/75DF-5807-31ED-9093-388A-V"
"Q29565434","10.5240/7848-2872-2929-71F9-E4BB-8"
"Q29565801","10.5240/7E05-6154-A0A5-CEE4-5661-W"
"Q29566317","10.5240/85D3-4730-7044-EEDC-9729-K"
"Q29565419","10.5240/9128-0F16-5B6C-69E4-42B5-A"
"Q29565411","10.5240/9296-8428-D40B-89FD-B6E6-U"
"Q29566359","10.5240/93F7-61CA-CA85-2C0D-911C-N"
"Q29565427","10.5240/9A7F-68C5-9FDE-D047-126D-K"
"Q29565423","10.5240/9D35-29D6-8E90-9DCC-BFD5-Z"
"Q29566249","10.5240/A8EB-1E9C-7648-A0E7-55D2-6"
"Q29566028","10.5240/A92A-91E3-B71D-A26B-04CF-U"
