"QID","lang"
"Q5350694","Spanish"
"Q5350726","Spanish"
"Q5350734","Spanish"
"Q5350750","Spanish"
"Q5350751","Spanish"
"Q5350756","Spanish"
"Q5350779","Spanish"
"Q5350780","Spanish"
"Q5350786","Spanish"
"Q5350791","Spanish"
"Q5350794","Spanish"
"Q5350805","Spanish"
"Q5350817","Spanish"
"Q5350852","Spanish"
"Q5350869","Spanish"
"Q5350896","Spanish"
"Q5350911","Spanish"
"Q5350915","Spanish"
"Q5350912","Spanish"
"Q5350916","Spanish"
"Q5350917","Spanish"
"Q5350931","Spanish"
"Q5350934","Spanish"
"Q5350936","Spanish"
"Q5350583","Indonesian"
"Q5350584","Indonesian"
"Q5350183","Marathi"
"Q5350186","Marathi"
"Q5350197","Marathi"
"Q5350246","Marathi"
"Q5350825","Egyptian Arabic"
"Q5194726","Portuguese"
"Q5194764","German"
"Q5192360","English"
"Q5192367","English"
"Q5192378","English"
"Q5193444","English"
"Q5194494","English"
"Q5194512","English"
"Q5194715","English"
"Q5194843","English"
"Q5195258","English"
"Q5195263","English"
"Q5195278","English"
"Q5195276","English"
"Q5195280","English"
"Q5195289","English"
"Q5195297","English"
"Q5195593","English"
"Q5195597","English"
"Q5196971","English"
"Q5197803","English"
"Q5197898","English"
"Q5198145","English"
"Q5198753","English"
"Q5201057","English"
"Q5203189","English"
"Q5203193","English"
"Q5203250","English"
"Q5203248","English"
"Q5203382","English"
"Q5203410","English"
"Q5203433","English"
"Q5204118","English"
"Q5204619","English"
"Q5204622","English"
"Q5204621","English"
"Q5205924","English"
"Q5206371","English"
"Q5207186","English"
"Q5198973","Bulgarian"
"Q5207828","English"
"Q5207836","English"
"Q5207851","English"
"Q5197430","Kannada"
"Q5207601","Korean"
"Q5207387","Kannada"
"Q5192843","Persian"
"Q5196397","Japanese"
"Q5196614","Japanese"
"Q5198975","Japanese"
"Q5201721","Polish"
"Q5202061","Polish"
"Q5202738","Polish"
"Q5207389","Polish"
"Q5207250","Italian"
"Q5207390","Tamil"
"Q5195026","Telugu"
"Q5207122","Telugu"
"Q5207375","Telugu"
"Q5207393","Telugu"
"Q5207380","Urdu"
"Q5207062","Hindi"
"Q5207081","Hindi"
"Q5207352","Hindi"
"Q5207356","Hindi"
"Q5207357","Hindi"
"Q5207366","Hindi"
"Q5207365","Hindi"
"Q5207370","Hindi"
"Q5207382","Hindi"
"Q5207395","Hindi"
"Q5207392","Hindi"
"Q5207398","Hindi"
"Q5207396","Hindi"
"Q5207574","Hindi"
"Q5194397","Czech"
"Q5202683","Czech"
"Q5194988","Malayalam"
"Q5196497","Malayalam"
"Q5198136","Malayalam"
"Q5203227","Malayalam"
"Q5207079","Malayalam"
"Q5207358","Malayalam"
"Q5192275","Spanish"
"Q5192739","Spanish"
"Q5192736","Spanish"
"Q5192737","Spanish"
"Q5193099","Spanish"
"Q5193097","Spanish"
"Q5194021","Spanish"
"Q5194534","Spanish"
"Q5195528","Spanish"
"Q5196238","Spanish"
"Q5196348","Spanish"
"Q5202339","Spanish"
"Q5202703","Spanish"
"Q5202712","Spanish"
"Q5203134","Indonesian"
"Q5204181","Turkish"
"Q5198738","Finnish"
"Q5303026","Portuguese"
"Q5303845","German"
"Q5304154","German"
"Q5304495","German"
"Q5303020","English"
"Q5303049","English"
"Q5303236","English"
"Q5303298","English"
"Q5303300","English"
"Q5303318","English"
"Q5303316","English"
"Q5303332","English"
"Q5303989","English"
"Q5304009","English"
"Q5304027","English"
"Q5304029","English"
"Q5304035","English"
"Q5304120","English"
"Q5304130","English"
"Q5304137","English"
"Q5304231","English"
"Q5304234","English"
"Q5304232","English"
"Q5304233","English"
"Q5304236","English"
"Q5304286","English"
"Q5304307","English"
"Q5304311","English"
"Q5304345","English"
"Q5304385","English"
"Q5304438","English"
"Q5304455","English"
"Q5304678","English"
"Q5304682","English"
"Q5305199","English"
"Q5305409","English"
"Q5305465","English"
"Q5305636","English"
"Q5306042","English"
"Q5306040","English"
"Q5306366","English"
"Q5306413","English"
"Q5306421","English"
"Q5306435","English"
"Q5306442","English"
"Q5306465","English"
"Q5306487","English"
"Q5306524","English"
"Q5306534","English"
"Q5306553","English"
"Q5306599","English"
"Q5306627","English"
"Q5306636","English"
"Q5306644","English"
"Q5306697","English"
"Q5306716","English"
"Q5306720","English"
"Q5306737","English"
"Q5306747","English"
"Q5306758","English"
"Q5304247","Cantonese"
"Q5305321","Cantonese"
"Q5303137","Korean"
"Q5305695","Kannada"
"Q5305256","Japanese"
"Q5306491","Catalan"
"Q5305785","Italian"
"Q5305939","Tamil"
"Q5305957","Tamil"
"Q5306674","Tamil"
"Q5306260","Telugu"
"Q5306675","Arabic"
"Q5306753","Arabic"
"Q5305355","Swedish"
"Q5306169","Swedish"
"Q5305368","Norwegian"
"Q5304245","Hungarian"
"Q5306368","Odia"
"Q5304243","Hindi"
"Q5304450","Hindi"
"Q5306364","Hindi"
"Q5305534","Czech"
"Q5305946","Czech"
"Q5306465","Latvian"
"Q5304316","Malayalam"
"Q5304317","Malayalam"
"Q5303843","Spanish"
"Q5303840","Spanish"
"Q5303844","Spanish"
"Q5304043","Spanish"
"Q5304184","Spanish"
"Q5306491","Spanish"
"Q5306725","Spanish"
"Q5306590","Danish"
"Q5304328","Hebrew"
"Q5305832","Tibetan"
"Q5306567","Bosnian"
"Q5305195","Standard Mandarin"
"Q5306512","Standard Mandarin"
"Q5306626","Egyptian Arabic"
"Q5105497","English"
"Q5111227","German"
"Q5112137","German"
"Q5109038","English"
"Q5109037","English"
"Q5110687","English"
"Q5110733","English"
"Q5111315","English"
"Q5111349","English"
"Q5111363","English"
"Q5111468","English"
"Q5111511","English"
"Q5111525","English"
"Q5111539","English"
"Q5111591","English"
"Q5113757","English"
"Q5115004","English"
"Q5115320","English"
"Q5115452","English"
"Q5119488","Portuguese"
"Q5116182","English"
"Q5111517","Croatian"
"Q5119927","Portuguese"
"Q5116456","English"
"Q5116553","English"
"Q5118151","English"
"Q5118231","English"
"Q5105590","Cantonese"
"Q5119580","English"
"Q5119822","English"
"Q5120371","English"
"Q5120401","English"
"Q5120453","English"
"Q5120683","English"
"Q5120680","English"
"Q5120685","English"
"Q5120735","English"
"Q5120798","English"
"Q5120815","English"
"Q5120846","English"
"Q5120873","English"
"Q5120893","English"
"Q5121033","English"
"Q5121271","English"
"Q5121268","English"
"Q5121435","English"
"Q5121484","English"
"Q5121489","English"
"Q5121494","English"
"Q5121524","English"
"Q5121720","English"
"Q5121771","English"
"Q5121769","English"
"Q5121815","English"
"Q5121821","Cantonese"
"Q5120429","Korean"
"Q5121783","Kannada"
"Q5108952","Japanese"
"Q5118977","Japanese"
"Q5118982","Japanese"
"Q5118996","Japanese"
"Q5119029","Japanese"
"Q5118962","Polish"
"Q5118145","Italian"
"Q5118385","Tamil"
"Q5120748","Tamil"
"Q5116027","Telugu"
"Q5116032","Telugu"
"Q5111806","Swedish"
"Q5121808","Norwegian"
"Q5105567","Hindi"
"Q5115909","Hindi"
"Q5116223","Hindi"
"Q5119823","Hindi"
"Q5121820","Hindi"
"Q5109245","Czech"
"Q5109360","Malayalam"
"Q5111415","Malayalam"
"Q5113948","Malayalam"
"Q5116033","Malayalam"
"Q5116358","Malayalam"
"Q5116522","Malayalam"
"Q5118402","Malayalam"
"Q5118426","Malayalam"
"Q5120712","Malayalam"
"Q5105577","Bangla"
"Q5110239","Spanish"
"Q5110734","Spanish"
"Q5118910","Spanish"
"Q5118921","Spanish"
"Q5120381","Spanish"
"Q5120386","Spanish"
"Q5120385","Spanish"
"Q5121364","Spanish"
"Q5121100","Indonesian"
"Q5121101","Indonesian"
"Q5111437","Greek"
"Q5120343","Greek"
"Q5118418","Vietnamese"
"Q5105506","Standard Mandarin"
"Q5351351","English"
"Q5351442","English"
"Q5351652","English"
"Q5351731","English"
"Q5351759","English"
"Q5351795","English"
"Q5351802","English"
"Q5351821","Catalan"
"Q5351374","Arabic"
"Q5351536","Arabic"
"Q5351536","French"
"Q5350954","Spanish"
"Q5350955","Spanish"
"Q5350961","Spanish"
"Q5351003","Spanish"
"Q5351022","Spanish"
"Q5351026","Spanish"
"Q5351024","Spanish"
"Q5351046","Spanish"
"Q5351056","Spanish"
"Q5351080","Spanish"
"Q5351085","Spanish"
"Q5351094","Spanish"
"Q5351096","Spanish"
"Q5351119","Spanish"
"Q5351122","Spanish"
"Q5351123","Spanish"
"Q5351131","Spanish"
"Q5351138","Spanish"
"Q5351139","Spanish"
"Q5351140","Spanish"
"Q5351151","Spanish"
"Q5351218","Spanish"
"Q5351217","Spanish"
"Q5351231","Spanish"
"Q5351241","Spanish"
"Q5351244","Spanish"
"Q5351245","Spanish"
"Q5351249","Spanish"
"Q5351255","Spanish"
"Q5351258","Spanish"
"Q5351259","Spanish"
"Q5351256","Spanish"
"Q5351263","Spanish"
"Q5351271","Spanish"
"Q5351279","Spanish"
"Q5351283","Spanish"
"Q5351280","Spanish"
"Q5351281","Spanish"
"Q5351296","Spanish"
"Q5351322","Spanish"
"Q5351324","Spanish"
"Q5351342","Spanish"
"Q5351343","Spanish"
"Q5351346","Spanish"
"Q5351344","Spanish"
"Q5351345","Spanish"
"Q5351354","Spanish"
"Q5351355","Spanish"
"Q5351367","Spanish"
"Q5351376","Spanish"
"Q5351383","Spanish"
"Q5351385","Spanish"
"Q5351391","Spanish"
"Q5351392","Spanish"
"Q5351393","Spanish"
"Q5351398","Spanish"
"Q5351396","Spanish"
"Q5351397","Spanish"
"Q5351402","Spanish"
"Q5351403","Spanish"
"Q5351400","Spanish"
"Q5351404","Spanish"
"Q5351414","Spanish"
"Q5351442","Spanish"
"Q5351443","Spanish"
"Q5351441","Spanish"
"Q5351445","Spanish"
"Q5351464","Spanish"
"Q5351475","Spanish"
"Q5351472","Spanish"
"Q5351528","Spanish"
"Q5351540","Spanish"
"Q5351560","Spanish"
"Q5351596","Spanish"
"Q5351606","Spanish"
"Q5351605","Spanish"
"Q5351624","Spanish"
"Q5351629","Spanish"
"Q5351648","Spanish"
"Q5351653","Spanish"
"Q5351666","Spanish"
"Q5351665","Spanish"
"Q5351688","Spanish"
"Q5351730","Spanish"
"Q5351740","Spanish"
"Q5351810","Spanish"
"Q5351815","Spanish"
"Q5351830","Spanish"
"Q5351163","Hebrew"
"Q5207855","English"
"Q5207859","English"
"Q5207856","English"
"Q5207857","English"
"Q5207862","English"
"Q5207901","English"
"Q5207942","English"
"Q5207952","English"
"Q5207982","English"
"Q5208251","English"
"Q5211935","German"
"Q5208656","English"
"Q5208923","English"
"Q5212756","Portuguese"
"Q5209788","English"
"Q5210021","English"
"Q5210232","English"
"Q5210317","English"
"Q5210756","English"
"Q5211065","English"
"Q5211325","English"
"Q5211523","English"
"Q5211907","English"
"Q5212104","English"
"Q5212705","English"
"Q5212720","English"
"Q5212753","English"
"Q5212795","English"
"Q5212960","English"
"Q5214991","English"
"Q5215039","English"
"Q5215052","English"
"Q5215053","English"
"Q5215131","English"
"Q5215128","English"
"Q5215133","English"
"Q5215154","English"
"Q5215162","English"
"Q5215182","English"
"Q5215190","English"
"Q5215203","English"
"Q5215259","English"
"Q5215272","English"
"Q5215356","English"
"Q5215271","Cantonese"
"Q5208262","Korean"
"Q5210012","Kannada"
"Q5212146","Persian"
"Q5208403","Dutch"
"Q5208968","Japanese"
"Q5209075","Japanese"
"Q5209118","Japanese"
"Q5209157","Japanese"
"Q5210075","Tamil"
"Q5210077","Tamil"
"Q5207985","Telugu"
"Q5208516","Telugu"
"Q5210077","Telugu"
"Q5212696","Telugu"
"Q5212035","Arabic"
"Q5215288","Arabic"
"Q5212104","French"
"Q5208499","Norwegian"
"Q5207866","Hindi"
"Q5207996","Hindi"
"Q5208790","Hindi"
"Q5208877","Hindi"
"Q5208954","Hindi"
"Q5209892","Hindi"
"Q5210106","Hindi"
"Q5210107","Hindi"
"Q5210105","Hindi"
"Q5210148","Hindi"
"Q5211867","Hindi"
"Q5211871","Hindi"
"Q5211939","Hindi"
"Q5212990","Hindi"
"Q5214804","Hindi"
"Q5215265","Hindi"
"Q5215277","Hindi"
"Q5210950","Czech"
"Q5207889","Malayalam"
"Q5207984","Malayalam"
"Q5207998","Malayalam"
"Q5209675","Malayalam"
"Q5209818","Malayalam"
"Q5209819","Malayalam"
"Q5209821","Malayalam"
"Q5210197","Malayalam"
"Q5207867","Bangla"
"Q5208742","Bangla"
"Q5211874","Bangla"
"Q5211863","Spanish"
"Q5207930","Sinhala"
"Q5208784","Sinhala"
"Q5211847","Sichuanese"
"Q5207863","Mandarin Chinese"
"Q5208565","Tagalog"
"Q5210180","Tagalog"
"Q5211864","Serbo-Croatian"
"Q5351900","English"
"Q5352076","English"
"Q5352209","English"
"Q5352203","Catalan"
"Q5351838","Spanish"
"Q5351836","Spanish"
"Q5351840","Spanish"
"Q5351908","Spanish"
"Q5351922","Spanish"
"Q5351923","Spanish"
"Q5351921","Spanish"
"Q5351924","Spanish"
"Q5351929","Spanish"
"Q5351958","Spanish"
"Q5351987","Spanish"
"Q5351993","Spanish"
"Q5352009","Spanish"
"Q5352012","Spanish"
"Q5352016","Spanish"
"Q5352022","Spanish"
"Q5352023","Spanish"
"Q5352021","Spanish"
"Q5352042","Spanish"
"Q5352058","Spanish"
"Q5352062","Spanish"
"Q5352120","Spanish"
"Q5352131","Spanish"
"Q5352169","Spanish"
"Q5352203","Spanish"
"Q5352210","Spanish"
"Q5352259","Spanish"
"Q5352293","Spanish"
"Q5352306","Spanish"
"Q5352304","Spanish"
"Q5352322","Spanish"
"Q5352326","Spanish"
"Q5352325","Spanish"
"Q5352330","Spanish"
"Q5352329","Spanish"
"Q5352336","Spanish"
"Q5352341","Spanish"
"Q5352367","Spanish"
"Q5352370","Spanish"
"Q5352369","Spanish"
"Q5352374","Spanish"
"Q5352375","Spanish"
"Q5352373","Spanish"
"Q5352378","Spanish"
"Q5352376","Spanish"
"Q5352377","Spanish"
"Q5352383","Spanish"
"Q5352380","Spanish"
"Q5352381","Spanish"
"Q5352386","Spanish"
"Q5352387","Spanish"
"Q5352385","Spanish"
"Q5352390","Spanish"
"Q5352391","Spanish"
"Q5352388","Spanish"
"Q5352389","Spanish"
"Q5352393","Spanish"
"Q5352399","Spanish"
"Q5352396","Spanish"
"Q5352402","Spanish"
"Q5352403","Spanish"
"Q5352401","Spanish"
"Q5352406","Spanish"
"Q5352407","Spanish"
"Q5352405","Spanish"
"Q5352410","Spanish"
"Q5352415","Spanish"
"Q5352412","Spanish"
"Q5352413","Spanish"
"Q5352419","Spanish"
"Q5352421","Spanish"
"Q5352426","Spanish"
"Q5352427","Spanish"
"Q5352424","Spanish"
"Q5352428","Spanish"
"Q5352429","Spanish"
"Q5352434","Spanish"
"Q5352438","Spanish"
"Q5352440","Spanish"
"Q5352441","Spanish"
"Q5352446","Spanish"
"Q5352445","Spanish"
"Q5352450","Spanish"
"Q5352451","Spanish"
"Q5352448","Spanish"
"Q5352449","Spanish"
"Q5352454","Spanish"
"Q5352455","Spanish"
"Q5352452","Spanish"
"Q5352453","Spanish"
"Q5352458","Spanish"
"Q5352456","Spanish"
"Q5352463","Spanish"
"Q5352467","Spanish"
"Q5352465","Spanish"
"Q5352355","Turkish"
"Q5306882","German"
"Q5306885","German"
"Q5307493","Portuguese"
"Q5310106","German"
"Q5310115","German"
"Q5310120","German"
"Q5306762","English"
"Q5306763","English"
"Q5310444","Portuguese"
"Q5307072","English"
"Q5307362","English"
"Q5307439","English"
"Q5307500","English"
"Q5307859","English"
"Q5307928","English"
"Q5308029","English"
"Q5308056","English"
"Q5308224","English"
"Q5308326","English"
"Q5308324","English"
"Q5308353","English"
"Q5308367","English"
"Q5308395","English"
"Q5308676","English"
"Q5309040","English"
"Q5309070","English"
"Q5309286","English"
"Q5309291","English"
"Q5309292","English"
"Q5309298","English"
"Q5309535","English"
"Q5310033","English"
"Q5310115","English"
"Q5310154","English"
"Q5310153","English"
"Q5310259","English"
"Q5310496","English"
"Q5311408","English"
"Q5311587","English"
"Q5311664","English"
"Q5311693","English"
"Q5312034","English"
"Q5312172","English"
"Q5312180","English"
"Q5312185","English"
"Q5312255","English"
"Q5312392","English"
"Q5312988","English"
"Q5313357","English"
"Q5313361","English"
"Q5311143","Croatian"
"Q5308062","Cantonese"
"Q5309353","Cantonese"
"Q5310505","Kannada"
"Q5312240","Persian"
"Q5307405","Japanese"
"Q5307435","Japanese"
"Q5312175","Japanese"
"Q5308218","Tamil"
"Q5312238","Tamil"
"Q5308217","Telugu"
"Q5308311","Telugu"
"Q5309903","Swedish"
"Q5310030","Swedish"
"Q5310123","Swedish"
"Q5309904","Norwegian"
"Q5309905","Norwegian"
"Q5310064","Norwegian"
"Q5310112","Norwegian"
"Q5312184","Hungarian"
"Q5306893","Hindi"
"Q5307809","Hindi"
"Q5308220","Hindi"
"Q5308676","Hindi"
"Q5312606","Hindi"
"Q5313203","Hindi"
"Q5313204","Hindi"
"Q5313299","Hindi"
"Q5313394","Hindi"
"Q5313395","Hindi"
"Q5308970","Czech"
"Q5311397","Czech"
"Q5308676","Gujarati"
"Q5306815","Malayalam"
"Q5307805","Malayalam"
"Q5308313","Malayalam"
"Q5310495","Malayalam"
"Q5307814","Bangla"
"Q5312631","Bangla"
"Q5312632","Bangla"
"Q5313203","Punjabi"
"Q5307685","Spanish"
"Q5308347","Danish"
"Q5311193","Lithuanian"
"Q5312207","Danish"
"Q5313244","Malay"
"Q5307479","Hebrew"
"Q5307469","Mandarin Chinese"
"Q5308024","Mandarin Chinese"
"Q5312192","Standard Mandarin"
"Q5419031","German"
"Q5418332","English"
"Q5418361","English"
"Q5418398","English"
"Q5418399","English"
"Q5418397","English"
"Q5418402","English"
"Q5418407","English"
"Q5418405","English"
"Q5418420","English"
"Q5418421","English"
"Q5418431","English"
"Q5418454","English"
"Q5418455","English"
"Q5418456","English"
"Q5418460","English"
"Q5418479","English"
"Q5418483","English"
"Q5418509","English"
"Q5418580","English"
"Q5419098","English"
"Q5419296","English"
"Q5419527","English"
"Q5419652","English"
"Q5419742","English"
"Q5420265","English"
"Q5420276","English"
"Q5420284","English"
"Q5420385","English"
"Q5420407","English"
"Q5420405","English"
"Q5420428","English"
"Q5420534","English"
"Q5420538","English"
"Q5420536","English"
"Q5420662","English"
"Q5420821","English"
"Q5421020","English"
"Q5421235","English"
"Q5421232","English"
"Q5421242","English"
"Q5421258","English"
"Q5421573","English"
"Q5421580","English"
"Q5421594","English"
"Q5421636","English"
"Q5421764","English"
"Q5421835","English"
"Q5422231","English"
"Q5422270","English"
"Q5422323","English"
"Q5422667","English"
"Q5422686","English"
"Q5422689","English"
"Q5422750","English"
"Q5422757","English"
"Q5422795","English"
"Q5422814","English"
"Q5422819","English"
"Q5422826","English"
"Q5422831","English"
"Q5422836","English"
"Q5422875","English"
"Q5423777","English"
"Q5423315","Bulgarian"
"Q5418408","Cantonese"
"Q5420543","Cantonese"
"Q5422143","Korean"
"Q5422655","Korean"
"Q5418422","Japanese"
"Q5418636","Filipino"
"Q5423263","Tamil"
"Q5423260","Tamil"
"Q5423272","Tamil"
"Q5423279","Tamil"
"Q5420900","Swedish"
"Q5421573","Russian"
"Q5423653","Hindi"
"Q5421081","Czech"
"Q5423315","Czech"
"Q5423262","Malayalam"
"Q5423264","Malayalam"
"Q5423265","Malayalam"
"Q5423756","Malayalam"
"Q5421229","Spanish"
"Q5421429","Spanish"
"Q5421456","Spanish"
"Q5422004","Spanish"
"Q5422286","Spanish"
"Q5422289","Spanish"
"Q5423075","Turkish"
"Q5423076","Turkish"
"Q5423540","Turkish"
"Q5418385","Greek"
"Q5420485","Greek"
"Q5421606","Greek"
"Q5420534","Hebrew"
"Q5419776","Mandarin Chinese"
"Q5420428","Mandarin Chinese"
"Q5420519","Mandarin Chinese"
"Q3645184","English"
"Q3645191","English"
"Q3645188","English"
"Q3645238","English"
"Q3645481","English"
"Q3646290","English"
"Q3646331","English"
"Q3645326","Korean"
"Q3723196","German"
"Q3723117","English"
"Q3724790","English"
"Q3724802","English"
"Q3823366","German"
"Q3823021","English"
"Q3823177","English"
"Q3823180","English"
"Q3823226","English"
"Q3823225","English"
"Q3823244","English"
"Q3823378","English"
"Q3645258","Italian"
"Q3645518","Italian"
"Q3646107","Italian"
"Q3646310","Tamil"
"Q4013825","English"
"Q4014551","English"
"Q4014587","English"
"Q3721530","Italian"
"Q3723611","Italian"
"Q3724019","Italian"
"Q3724022","Italian"
"Q3724023","Italian"
"Q3724026","Italian"
"Q3724670","Italian"
"Q3823025","Italian"
"Q3823043","Italian"
"Q3823049","Italian"
"Q3823052","Italian"
"Q3823058","Italian"
"Q3823128","Italian"
"Q3823156","Italian"
"Q3823160","Italian"
"Q3823191","Italian"
"Q3823194","Italian"
"Q3823195","Italian"
"Q3823193","Italian"
"Q3823202","Italian"
"Q3823205","Italian"
"Q3823211","Italian"
"Q3823213","Italian"
"Q3823225","Italian"
"Q3823263","Italian"
"Q3823266","Italian"
"Q3823267","Italian"
"Q3823269","Italian"
"Q3823307","Italian"
"Q3823312","Italian"
"Q3823322","Italian"
"Q3823330","Italian"
"Q3823341","Italian"
"Q3823345","Italian"
"Q3823348","Italian"
"Q3823349","Italian"
"Q3823360","Italian"
"Q3823371","Italian"
"Q4012819","Italian"
"Q4013744","Italian"
"Q4013791","Italian"
"Q4013797","Italian"
"Q4013821","Italian"
"Q4013824","Italian"
"Q4013830","Italian"
"Q4013832","Italian"
"Q4013846","Italian"
"Q4014555","Italian"
"Q4673932","German"
"Q4672702","English"
"Q4672720","English"
"Q4672930","English"
"Q4672932","English"
"Q4672974","English"
"Q4673028","English"
"Q4673225","English"
"Q4672591","Croatian"
"Q4672596","Croatian"
"Q4673787","Japanese"
"Q3723480","French"
"Q3823256","French"
"Q4673447","Tamil"
"Q4673479","Tamil"
"Q4673581","Tamil"
"Q5034810","English"
"Q5035192","English"
"Q5036199","English"
"Q5036493","English"
"Q5036562","English"
"Q5036575","English"
"Q5036582","English"
"Q5036671","English"
"Q5036674","English"
"Q5036696","English"
"Q5036711","English"
"Q5036739","English"
"Q5036736","English"
"Q5036793","English"
"Q5036799","English"
"Q5036797","English"
"Q5036804","English"
"Q5036825","English"
"Q5036836","English"
"Q5036923","English"
"Q5036924","English"
"Q5036932","English"
"Q5036944","English"
"Q5037095","English"
"Q5036931","Bulgarian"
"Q4014898","French"
"Q5036093","Japanese"
"Q4672550","Romanian"
"Q5036726","Tamil"
"Q5036774","Tamil"
"Q5036746","Telugu"
"Q5036904","Arabic"
"Q4672883","French"
"Q4673788","Swedish"
"Q3721317","Russian"
"Q3823143","Russian"
"Q3721103","Hindi"
"Q4672576","Hindi"
"Q4673642","Hindi"
"Q4673650","Hindi"
"Q4673649","Hindi"
"Q4674042","Hindi"
"Q5036674","Hindi"
"Q5036703","Hindi"
"Q5035221","Czech"
"Q4673456","Malayalam"
"Q4673470","Malayalam"
"Q4673479","Malayalam"
"Q4673476","Malayalam"
"Q4673955","Malayalam"
"Q3823326","Spanish"
"Q3823071","Turkish"
"Q4672551","Bangla"
"Q4672557","Spanish"
"Q4674488","Spanish"
"Q5036772","Spanish"
"Q3645184","American English"
"Q5036765","Tagalog"
"Q4672596","Serbo-Croatian"
"Q5123703","Portuguese"
"Q5123797","German"
"Q5122007","English"
"Q5122389","English"
"Q5122530","English"
"Q5122553","English"
"Q5122583","English"
"Q5122589","English"
"Q5123155","English"
"Q5123181","English"
"Q5123285","English"
"Q5123395","English"
"Q5123463","English"
"Q5123571","English"
"Q5123583","English"
"Q5123596","English"
"Q5123755","English"
"Q5123797","English"
"Q5123820","English"
"Q5123867","English"
"Q5123899","English"
"Q5123921","English"
"Q5123980","English"
"Q5124095","English"
"Q5124448","English"
"Q5125128","English"
"Q5125185","English"
"Q5129119","German"
"Q5125734","English"
"Q5125752","English"
"Q5125989","English"
"Q5127965","English"
"Q5128023","English"
"Q5128087","English"
"Q5128809","English"
"Q5129294","English"
"Q5129555","English"
"Q5129774","English"
"Q5129775","English"
"Q5129821","English"
"Q5130644","English"
"Q5130703","English"
"Q5130876","English"
"Q5130877","English"
"Q5131748","English"
"Q5132418","English"
"Q5132485","English"
"Q5133664","English"
"Q5133736","English"
"Q5134359","English"
"Q5134361","English"
"Q5134745","English"
"Q5134835","English"
"Q5135147","English"
"Q5135184","English"
"Q5135205","English"
"Q5135231","English"
"Q5135267","English"
"Q5135284","English"
"Q5135339","English"
"Q5135393","English"
"Q5135425","English"
"Q5135527","English"
"Q5123478","Cantonese"
"Q5123700","Cantonese"
"Q5129558","Cantonese"
"Q5123679","Korean"
"Q5134924","Japanese"
"Q5135322","Italian"
"Q5128451","Telugu"
"Q5123755","Arabic"
"Q5124749","Arabic"
"Q5124197","Romanian"
"Q5124749","French"
"Q5125185","French"
"Q5125771","French"
"Q5123832","Swedish"
"Q5123862","Urdu"
"Q5133638","Norwegian"
"Q5123704","Hindi"
"Q5123755","Hindi"
"Q5128134","Hindi"
"Q5131852","Hindi"
"Q5132407","Hindi"
"Q5121929","Czech"
"Q5123701","Malayalam"
"Q5128454","Malayalam"
"Q5131731","Malayalam"
"Q5130981","Bangla"
"Q5122362","Spanish"
"Q5122360","Spanish"
"Q5123797","Spanish"
"Q5125469","Spanish"
"Q5126074","Spanish"
"Q5131238","Spanish"
"Q5121931","Danish"
"Q5133706","Danish"
"Q5123704","Marathi"
"Q5127807","Vietnamese"
"Q5125631","Standard Mandarin"
"Q5354086","English"
"Q5354528","English"
"Q5359856","German"
"Q5356859","English"
"Q5357368","English"
"Q5357438","English"
"Q5358846","English"
"Q5358853","English"
"Q5359347","English"
"Q5359398","English"
"Q5359702","English"
"Q5359813","English"
"Q5359847","English"
"Q5359891","English"
"Q5359959","English"
"Q5361071","English"
"Q5361998","English"
"Q5362135","English"
"Q5362423","English"
"Q5363816","English"
"Q5363837","English"
"Q5363957","English"
"Q5366468","English"
"Q5358716","Korean"
"Q5366508","Korean"
"Q5352806","Japanese"
"Q5353717","Japanese"
"Q5354782","Dutch"
"Q5355071","Japanese"
"Q5355448","Japanese"
"Q5356736","Japanese"
"Q5357214","Japanese"
"Q5357909","Japanese"
"Q5358546","Japanese"
"Q5358611","Japanese"
"Q5358747","Japanese"
"Q5358857","Japanese"
"Q5359057","Japanese"
"Q5359241","Japanese"
"Q5359283","Japanese"
"Q5359617","Japanese"
"Q5359728","Japanese"
"Q5360162","Japanese"
"Q5360770","Japanese"
"Q5360969","Japanese"
"Q5365429","Japanese"
"Q5366461","Japanese"
"Q5364619","Tamil"
"Q5364622","Tamil"
"Q5364621","Tamil"
"Q5366121","Tamil"
"Q5352539","Telugu"
"Q5359701","Romanian"
"Q5360658","Norwegian"
"Q5357217","Hungarian"
"Q5352547","Hindi"
"Q5352550","Hindi"
"Q5352548","Hindi"
"Q5352549","Hindi"
"Q5358853","Hindi"
"Q5353624","Malayalam"
"Q5358746","Malayalam"
"Q5353516","Bangla"
"Q5352468","Spanish"
"Q5352469","Spanish"
"Q5352474","Spanish"
"Q5352482","Spanish"
"Q5352483","Spanish"
"Q5352480","Spanish"
"Q5352481","Spanish"
"Q5352486","Spanish"
"Q5352484","Spanish"
"Q5352489","Spanish"
"Q5352494","Spanish"
"Q5352495","Spanish"
"Q5352493","Spanish"
"Q5352498","Spanish"
"Q5352499","Spanish"
"Q5352497","Spanish"
"Q5352502","Spanish"
"Q5352503","Spanish"
"Q5352501","Spanish"
"Q5352507","Spanish"
"Q5352505","Spanish"
"Q5352510","Spanish"
"Q5352513","Spanish"
"Q5352518","Spanish"
"Q5352517","Spanish"
"Q5352522","Spanish"
"Q5352520","Spanish"
"Q5352530","Spanish"
"Q5352534","Spanish"
"Q5359646","Spanish"
"Q5361847","Spanish"
"Q5364461","Spanish"
"Q5366123","Spanish"
