"FilmID","FilmName","Year","Type","wiki_title","wikibase_item","Studio","Distributor"
"tt0055499","Through a Glass Darkly",1961,"movie","Through a Glass Darkly (film)","Q587498",NA,"distributor = [[Janus Films]] | "
"tt0055527","Tlayucan",1962,"movie","Tlayucan","Q1452962",NA,"distributor = | "
"tt0055742","Alvorada - Brazil's Changing Face",1962,"movie","Alvorada (film)","Q449556","studio = Jean Manzon Films<br>[[Mannesmann]] | ","distributor = | "
"tt0055792","Big City Blues",1962,"movie",NA,NA,NA,NA
"tt0055796","Billy Budd",1962,"movie","Billy Budd (film)","Q1121916","studio = {{ubl|Anglo Allied|Harvest Films|Nikhanj Films}} | ","distributor = [[Rank Film Distributors]] | "
"tt0055797","Billy Rose's Jumbo",1962,"movie","Billy Rose's Jumbo","Q2563627",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0055798","Birdman of Alcatraz",1962,"movie","Birdman of Alcatraz (film)","Q608943","studio = [[Hecht-Hill-Lancaster|Norma Productions]] | ","distributor = [[United Artists]] | "
"tt0055801","Black Fox: The True Story of Adolf Hitler",1962,"movie","Black Fox: The Rise and Fall of Adolf Hitler","Q880259",NA,"distributor = Capri Films<br>[[Metro-Goldwyn-Mayer]] | "
"tt0055807","Bon Voyage!",1962,"movie","Bon Voyage! (1962 film)","Q1061109","studio = [[Walt Disney Pictures|Walt Disney Productions]] | ","distributor = [[Walt Disney Studios Motion Pictures|Buena Vista Distribution]] | "
"tt0055820","The Cadillac",NA,NA,NA,NA,NA,NA
"tt0055853","The Cliff Dwellers",NA,NA,NA,NA,NA,NA
"tt0055892","David and Lisa",1962,"movie","David and Lisa","Q533449","studio = Vision Associates Productions | ","distributor = [[Continental Distributing]] | "
"tt0055895","Days of Wine and Roses",1962,"movie","Days of Wine and Roses (film)","Q1216682","studio = Jalem Productions | ","distributor = [[Warner Bros.]] | "
"tt0055910","Sundays and CybÃ¨le",1962,"movie","Sundays and Cybèle","Q776623",NA,"distributor = Davis-Royal<br>[[Columbia Pictures]] | "
"tt0055913","Divorce Italian Style",1961,"movie","Divorce Italian Style","Q1365174",NA,"distributor = [[Embassy Pictures]] | "
"tt0055943","A Tribute to Dylan Thomas",1961,"movie","Dylan Thomas (film)","Q1268783","studio = [[Television Wales and the West]] | ","distributor = | "
"tt0055950","Electra",1962,"movie","Electra (1962 film)","Q1326400","studio = Finos Film | ","distributor = [[Lopert Pictures Corporation]] (<small>USA</small>), [[United Artists]] (internationally [Finland, Denmark, Sweden, Argentina, Mexico]) | "
"tt0055998","Freud",1962,"movie","Freud: The Secret Passion","Q527826","studio = [[Universal Pictures|Universal-International]] | ","distributor = Universal-International | "
"tt0056017","Gigot",1962,"movie","Gigot (film)","Q772786","studio = [[Seven Arts Productions]] | ","distributor = [[20th Century Fox]] | "
"tt0056048","Gypsy",1962,"movie","Gypsy (1962 film)","Q2321588",NA,"distributor = [[Warner Bros.]] | "
"tt0056059","Hatari!",1962,"movie","Hatari!","Q144970",NA,"distributor = [[Paramount Pictures]] |"
"tt0056066","Happy Anniversary",1962,"movie","Heureux Anniversaire","Q2615110",NA,"distributor = | "
"tt0056075","The Hole",1962,"movie","The Hole (1962 film)","Q1251241",NA,NA
"tt0056091","Icarus Montgolfier Wright",1962,"movie",NA,NA,NA,NA
"tt0056122","The John Glenn Story",1962,"movie","The John Glenn Story","Q2674555","studio = [[NASA]], [[United States Department of Health, Education and Welfare]], [[United States Department of Justice]], [[United States Department of the Navy]] | ","distributor = [[Warner Bros.]] | "
"tt0056172","Lawrence of Arabia",1962,"movie","Lawrence of Arabia (film)","Q228186","studio = [[Horizon Pictures]]<ref name=""Lawrence of Arabia 1962"">[https://catalog.afi.com/Catalog/MovieDetails/23993 ""Lawrence of Arabia (1962)""] {{Webarchive|url=https://web.archive.org/web/20190327091728/https://catalog.afi.com/Catalog/MovieDetails/23993 |date=27 March 2019}}, ''[[AFI Catalog of Feature Films|AFI Catalog]]''.</ref> | ","distributor = [[Columbia Pictures]]<ref name=""Lawrence of Arabia 1962""/> | "
"tt0056193","Lolita",1962,"movie","Lolita (1962 film)","Q536560",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0056196","Long Day's Journey Into Night",1962,"movie","Long Day's Journey into Night (1962 film)","Q2320191",NA,"distributor = [[Embassy Pictures]] | "
"tt0056197","The Longest Day",1962,"movie","The Longest Day (film)","Q468484","studio = Darryl F. Zanuck Productions, Inc. | ","distributor = [[20th Century Fox]] | "
"tt0056217","The Man Who Shot Liberty Valance",1962,"movie","The Man Who Shot Liberty Valance","Q555687","studio = John Ford Productions | ","distributor = [[Paramount Pictures]] | "
"tt0056218","The Manchurian Candidate",1962,"movie","The Manchurian Candidate (1962 film)","Q521387","studio = M.C. Productions | ","distributor = [[United Artists]] | "
"tt0056241","The Miracle Worker",1962,"movie","The Miracle Worker (1962 film)","Q287536","studio = Playfilm Productions | ","distributor = [[United Artists]] | "
"tt0056262","The Music Man",1962,"movie","The Music Man (1962 film)","Q762649",NA,"distributor = [[Warner Bros. Pictures]] | "
"tt0056264","Mutiny on the Bounty",1962,"movie","Mutiny on the Bounty (1962 film)","Q59084",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0056267","My Geisha",1962,"movie","My Geisha","Q1788982","studio = [[Paramount Pictures Corporation]] ''and''<br>[[Sachiko Productions, Inc.]] | ","distributor = [[Paramount Pictures]] | "
"tt0056322","The Given Word",1962,"movie","O Pagador de Promessas","Q1482269","studio = Cinedistri | ","distributor = Cinedistri<br>[[Embrafilme]] | "
"tt0056341","Period of Adjustment",1962,"movie","Period of Adjustment (film)","Q7168620",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0056346","Phaedra",1962,"movie","Phaedra (film)","Q1856354","studio = {{plainlist|*Jorilie *Melinafilm<ref name=""afi"" />}} | ","distributor = [[Lopert Pictures Corporation]]<ref name=""afi"" /> | "
"tt0056349","The Pigeon That Took Rome",1962,"movie","The Pigeon That Took Rome","Q660463",NA,"distributor = [[Paramount Pictures]] | "
"tt0056389","The Four Days of Naples",1962,"movie","The Four Days of Naples (film)","Q285421",NA,"distributor = [[Metro Goldwyn Mayer]] in United States/[[Titanus]] in Italy | "
"tt0056418","The Road to the Wall",1962,"movie","The Road to the Wall","Q7761156","studio = [[CBS Films, Inc.]] | ","distributor = [[United States Department of Defense]] | "
"tt0056464","Self Defense... for Cowards",1962,"movie",NA,NA,NA,NA
"tt0056541","Sweet Bird of Youth",1962,"movie","Sweet Bird of Youth (1962 film)","Q7655230",NA,"distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0056545","A Symposium on Popular Songs",1962,"movie","A Symposium on Popular Songs","Q300579","studio = [[Walt Disney Animation Studios|Walt Disney Productions]] | ","distributor = [[Walt Disney Studios Motion Pictures|Buena Vista Distribution]] | "
"tt0056556","Taras Bulba",1962,"movie","Taras Bulba (1962 film)","Q498150","studio = {{Unbulleted list|[[Harold Hecht Productions]]|[[Curtleigh Productions]]}} | ","distributor = [[United Artists]] | "
"tt0056566","Tender Is the Night",1962,"movie","Tender Is the Night (film)","Q1058934",NA,"distributor = [[20th Century Fox]] | "
"tt0056575","That Touch of Mink",1962,"movie","That Touch of Mink","Q1304614","studio = {{ubl|Granley Company|Arwin Productions|Nob Hill Productions}} | ","distributor = [[Universal Pictures]] | "
"tt0056592","To Kill a Mockingbird",1962,"movie","To Kill a Mockingbird (film)","Q177922","studio = | genre = | length = 41:53 | label = [[Varèse Sarabande]] | producer = | prev_title = | prev_year = | next_title = | next_year = }} [[Elmer Bernstein]]'s score for ''To Kill a Mockingbird'' is regarded as one of the greatest film scores<ref>{{cite news|url=http://www.courant.com/features/hc-elmermar23-story.html|last=Erikson|first=Matthew|title=Elmer Bernstein: 'One of the Greatest Film Composers Ever'|newspaper=[[Hartford Courant]]|access-date=September 24, 2016|archive-date=April 16, 2018|archive-url=https://web.archive.org/web/20180416080205/http://www.courant.com/features/hc-elmermar23-story.html|url-status=live}}</ref> and has been recorded three times. It was first released in April 1963 on Ava; then Bernstein re-recorded it in the 1970s for his Film Music Collection series; and finally, he recorded the complete score (below) in 1996 with the [[Royal Scottish National Orchestra]] for the [[Varese Sarabande]] Film Classics series. {{div col}} # ""Main Title"" – 3:21 # ""Remember Mama"" – 1:08 # ""Atticus Accepts The Case – Roll in the Tire"" – 2:06 # ""Creepy Caper – Peek-A-Boo"" – 4:10 # ""Ewell's Hatred"" – 3:33 # ""Jem's Discovery"" – 3:47 # ""Tree Treasure"" – 4:23 # ""Lynch Mob"" – 3:04 # ""Guilty Verdict"" – 3:10 # ""Ewell Regret It"" – 2:11 # ""Footsteps in the Dark"" – 2:07 # ""Assault in the Shadows"" – 2:28 # ""Boo Who"" – 3:00 # ""End Title"" – 3:25 {{div col end}} ==See also== * [[List of American films of 1962]] * ''[[La joven|La Joven (The Young One)]]'', the 1960 film * [[Trial film]] * [[White savior narrative in film]] ==References== {{anchor|Notes}} {{reflist}} ==External links== {{Spoken Wikipedia|En-To Kill a Mockingbird (film)-article.ogg|date=2017-04-13}} {{Commons category|To Kill a Mockingbird (film)}} {{Wikiquote}} * {{IMDb title|0056592|To Kill a Mockingbird}} * {{tcmdb title|20116|To Kill a Mockingbird}} * {{Mojo title|tokillamockingbird|To Kill a Mockingbird}} * {{Rotten Tomatoes|to_kill_a_mockingbird|To Kill a Mockingbird}} * {{AFI film|22363|To Kill a Mockingbird}} * [http://thestudiotour.com/movies.php?movie_id=969 ''To Kill A Mockingbird''] location and production notes {{To Kill a Mockingbird}} {{Robert Mulligan}} {{Golden Globe Award for Best Original Score}} {{AFI's 100 Years...100 Movies (1998)}} {{Authority control}} {{DEFAULTSORT:To Kill A Mockingbird}} [[Category:1962 crime drama films]] [[Category:1962 films]] [[Category:1960s English-language films]] [[Category:1960s legal films]] [[Category:To Kill a Mockingbird|Film]] [[Category:American black-and-white films]] [[Category:American legal drama films]] [[Category:American courtroom films]] [[Category:Films scored by Elmer Bernstein]] [[Category:Films about lawyers]] [[Category:Films about miscarriage of justice]] [[Category:Films about prejudice]] [[Category:Films about race and ethnicity]] [[Category:Films about racism]] [[Category:Films about siblings]] [[Category:Films based on American novels]] [[Category:Films directed by Robert Mulligan]] [[Category:Films featuring a Best Actor Academy Award-winning performance]] [[Category:Films featuring a Best Drama Actor Golden Globe winning performance]] [[Category:Films set in Alabama]] [[Category:Films set in the 1930s]] [[Category:Films whose art director won the Best Art Direction Academy Award]] [[Category:Films whose writer won the Best Adapted Screenplay Academy Award]] [[Category:Films with screenplays by Horton Foote]] [[Category:Great Depression films]] [[Category:Southern Gothic films]] [[Category:United States National Film Registry films]] [[Category:Universal Pictures films]] [[Category:American crime drama films]] [[Category:Films about father–daughter relationships]] [[Category:Films about father–son relationships]] [[Category:1960s American films]]","distributor = [[Universal Studios|Universal Pictures]] | "
"tt0056626","Two for the Seesaw",1962,"movie","Two for the Seesaw (1962 film)","Q1815458",NA,"distributor = [[United Artists]] | "
"tt0056671","Walk on the Wild Side",1962,"movie","Walk on the Wild Side (film)","Q759471",NA,"distributor = [[Columbia Pictures]] | "
"tt0056687","What Ever Happened to Baby Jane?",1962,"movie","What Ever Happened to Baby Jane? (film)","Q26644","studio = [[Seven Arts Productions]] | ","distributor = [[Warner Bros. Pictures]] | "
"tt0056700","The Wonderful World of the Brothers Grimm",1962,"movie","The Wonderful World of the Brothers Grimm","Q1217650","studio = George Pal Productions<br />Avernus Productions | ","distributor = [[Metro-Goldwyn-Mayer]]<br />[[Cinerama Releasing Corporation]] | "
"tt0057367","Now Hear This",1962,"movie","Now Hear This (film)","Q1410346","studio = [[Warner Bros. Cartoons]] | ","distributor = [[Warner Bros. Pictures]] | "
"tt1534484","Pan",NA,NA,NA,NA,NA,NA
"tt0055910","Sundays and CybÃ¨le",1962,"movie","Sundays and Cybèle","Q776623",NA,"distributor = Davis-Royal<br>[[Columbia Pictures]] | "
"tt0056085","How the West Was Won",1962,"movie","How the West Was Won (film)","Q162518","studio = {{Plain list| * [[Metro-Goldwyn-Mayer]] * [[Cinerama]] }} | ","distributor = [[Metro-Goldwyn-Mayer]] | "
"tt0056154","Kyoto",1963,"movie","Twin Sisters of Kyoto","Q1458080","studio = [[Shochiku]] | ","distributor = Shochiku | "
"tt0056291","Knife in the Water",1962,"movie","Knife in the Water","Q663469",NA,"distributor = Zespol Filmowy | "
"tt0056300","Occurrence at Owl Creek Bridge",1961,"movie","An Occurrence at Owl Creek Bridge (film)","Q2315821",NA,"distributor = | runtime = 28 minutes<ref>{{cite web |title=An Occurrence at Owl Creek Bridge |url=https://en.unifrance.org/movie/36267/an-occurrence-at-owl-creek-bridge |publisher=Unifrance |access-date=27 August 2022}}</ref> | country = France | language = | budget = }} '''''An Occurrence at Owl Creek Bridge''''' ({{lang-fr|La Rivière du hibou|lit=The Owl River}}) is a 1961 French [[short film]], almost without dialogue. It was based on the 1891 American short story [[An Occurrence at Owl Creek Bridge|of the same name]] by [[American Civil War]] soldier, wit, and writer [[Ambrose Bierce]]. It was directed by [[Robert Enrico]] and produced by [[Marcel Ichac]] and Paul de Roubaix with music by Henri Lanoë. It won awards at the [[Cannes Film Festival]] and the [[Academy Awards]]. The film was later screened on American television as episode 22 of the [[The Twilight Zone (1959 TV series, season 5)|fifth season]] of ''[[The Twilight Zone (1959 TV series)|The Twilight Zone]]'' on 28 February 1964. ==Plot== A handbill posted on a burnt tree, dated 1862, announces that anyone interfering with bridges, railroads or tunnels will be summarily executed. [[Union (American Civil War)|Union]] troops prepare a civilian prisoner, Peyton Farquhar, for death by [[hanging]] from a rural railroad bridge. The soundtrack contains only bird noises and brief military orders. As the rope is adjusted about Farquhar's neck, a vision of his home, wife and children flashes before him. As Farquhar falls, the rope breaks, and he drops into the river. In an underwater sequence he frees himself from his bonds, kicks his boots free and swims downstream as soldiers fire at him. Farquhar is swept through rapids and crawls ashore exhausted but laughing with relief. Glimpses of tree branches, sky and crawling insects are interrupted by a distant cannon shot which sends him running through a forest, then along a linear and orderly lane. Finally arriving at the gates of his home, he pushes his way through foliage. Farquhar reaches open lawn and runs toward his wife as she walks toward him, smiling and weeping. Just as the couple are about to fall into each other's arms, Farquhar stiffens and gasps, and his head snaps back. The scene cuts back to his body hanging from the bridge, his entire escape and reunion with his wife revealed to be an illusion experienced in the moment of the drop. ==''Twilight Zone'' airing== Three years after its production, the film was shown on American TV slightly shortened on February 28, 1964 as part of season 5 of the [[fantasy]]/[[science fiction]] show ''[[The Twilight Zone]]''. Producer [[William Froug]] had seen the film and decided to buy the rights to broadcast it on American television. The episode's introduction is notable for [[Rod Serling]] breaking the [[fourth wall]] even more than usual, as he explains how the film was shot overseas and later picked up to air as part of ''The Twilight Zone''. The introduction by Rod Serling is as follows: {{blockquote|Tonight, a presentation so special and unique that for the first time in the five years we've been presenting ''The Twilight Zone,'' we're offering a film shot in France by others. Winner of the Cannes Film Festival of 1962, as well as other international awards, here is a haunting study of the incredible from the past master of the incredible, Ambrose Bierce. Here is the French production of ""An Occurrence at Owl Creek Bridge.""}} Serling's closing narration states: {{blockquote|An occurrence at Owl Creek Bridge, in two forms: as it was dreamed&nbsp;... and as it was lived and died. This is the stuff of fantasy, the thread of imagination&nbsp;... the ingredients of the Twilight Zone.}} The transaction cost ''The Twilight Zone'' $25,000, significantly less than the average of $65,000 they expended on producing their own episodes; however, Froug's purchase allowed for the film to be aired only twice. Consequently, it is not included on ''The Twilight Zone's'' syndication package,{{dubious|Only broadcast twice?|date=January 2023}} though it is included with the series on home video releases. [[Marc Scott Zicree]]'s ''The Twilight Zone Companion'' incorrectly states the French film was purchased for $10,000. This mistake has been reprinted in a number of books since the 1984 publication. ''The Twilight Zone: Unlocking the Door to a Television Classic'' by Martin Grams correctly verifies the purchase price as $20,000 plus $5,000 additional costs for re-editing. According to Zicree, ""An Occurrence at Owl Creek Bridge"" was the last episode of the classic ''Twilight Zone'' to be ""produced"" (presumably referencing the re-editing and the addition of footage of Rod Serling, as production of the series was cancelled afterwards). It was not, however, the last episode of the series to be broadcast. ==Awards== * [[1962 Cannes Film Festival]]: Best Short Subject * 1963 [[Academy Award]], [[Academy Award for Best Live Action Short Film|Best Live Action Short Film]]<ref name=""NY Times"">{{cite web |url= https://movies.nytimes.com/movie/35918/An-Occurrence-at-Owl-Creek-Bridge/details |title= An Occurrence at Owl Creek Bridge |access-date= 2008-05-22 |url-status=dead |archive-url= https://web.archive.org/web/20081023123313/http://movies.nytimes.com/movie/35918/An-Occurrence-at-Owl-Creek-Bridge/details |department= Movies & TV Dept. |work= [[The New York Times]] |date= 2008 |archive-date= 2008-10-23 }}</ref> ==Preservation== ''An Occurrence at Owl Creek Bridge'' was preserved by the [[Academy Film Archive]] in 2012.<ref>{{cite web|title=Preserved Projects|url=https://www.oscars.org/academy-film-archive/preserved-projects?title=an+occurrence&filmmaker=&category=All&collection=All|website=Academy Film Archive}}</ref> ==References== {{Reflist}} *{{cite book|last=Zicree|first=Marc Scott|title=The Twilight Zone Companion|year=1982|publisher=Bantam|location=New York|isbn=0-553-01416-1}} *Barrett, Gerald R. (1973). ''From Fiction to Film: An Occurrence at Owl Creek Bridge''. Encino, CA: Dickenson Publishing. {{ISBN|978-0-822100-83-6}}. *DeVoe, Bill. (2008). ''Trivia from The Twilight Zone''. Albany, GA: Bear Manor Media. {{ISBN|978-1-59393-136-0}} *Grams, Martin. (2008). ''The Twilight Zone: Unlocking the Door to a Television Classic''. Churchville, MD: OTR Publishing. {{ISBN|978-0-9703310-9-0}} ==External links== * {{IMDb title|0056300|An Occurrence at Owl Creek Bridge|(short film)}} * {{IMDb episode|0734554|An Occurrence at Owl Creek Bridge|(''The Twilight Zone'' episode)}} {{Robert Enrico}} {{The Twilight Zone (1959 TV series) episodes}} {{AcademyAwardBestShort 1961-1980}} {{Short Film Palme d'Or Winners}} {{DEFAULTSORT:Occurrence at Owl Creek Bridge (film), An}} [[Category:1961 films]] [[Category:1961 short films]] [[Category:French short films]] [[Category:French black-and-white films]] [[Category:1961 drama films]] [[Category:American Civil War films]] [[Category:Television episodes about the American Civil War]] [[Category:1964 American television episodes]] [[Category:The Twilight Zone (1959 TV series season 5) episodes]] [[Category:Live Action Short Film Academy Award winners]] [[Category:Films about capital punishment]] [[Category:Films directed by Robert Enrico]] [[Category:Short Film Palme d'Or winners]] [[Category:Films based on short fiction]] [[Category:Films set in 1862]] [[Category:1960s English-language films]] [[Category:1960s American films]]"
"tt0056389","The Four Days of Naples",1962,"movie","The Four Days of Naples (film)","Q285421",NA,"distributor = [[Metro Goldwyn Mayer]] in United States/[[Titanus]] in Italy | "
"tt0056555","Los Tarantos",1963,"movie","Los Tarantos","Q1632620",NA,"distributor = | "
"tt0056800","55 Days at Peking",1963,"movie","55 Days at Peking","Q244115","studio = Samuel Bronston Productions | ","distributor = [[Allied Artists Pictures Corporation|Allied Artists]] | "
"tt0056801","8Â½",1963,"movie","8½","Q12018","studio = {{Plainlist| * [[Cineriz]] * [[Francinex]] }} | ","distributor = {{Plainlist| * Cineriz (Italy) * [[Columbia Pictures]] (France) }} | "
"tt0056825","America America",1963,"movie","America America","Q1217057",NA,"distributor = [[Warner Bros.]] | "
"tt0056841","Automania 2000",1963,"movie",NA,NA,NA,NA
"tt0056847","The Balcony",1963,"movie","The Balcony (film)","Q1100510",NA,"distributor = [[Continental Distributing]] | "
"tt0056869","The Birds",1963,"movie","The Birds (film)","Q110043","studio = Alfred J. Hitchcock Productions | ","distributor = [[Universal-International Pictures]] | "
"tt0056891","Bye Bye Birdie",1963,"movie","Bye Bye Birdie (1963 film)","Q1018487","studio = The Kohlmar-Sidney Company | ","distributor = [[Columbia Pictures]] | "
"tt0056903","Captain Newman, M.D.",1963,"movie","Captain Newman, M.D.","Q1035124","studio = Brentwood Productions<br>Reynard Productions | ","distributor = [[Universal Pictures]] | "
"tt0056907","The Cardinal",1963,"movie","The Cardinal","Q737065",NA,"distributor = [[Columbia Pictures]] | "
"tt0056908","The Caretakers",1963,"movie","The Caretakers","Q726634","studio = [[Hall Bartlett Productions, Inc.]] | ","distributor = [[United Artists]] | "
"tt0056920","Chagall",1963,"movie","Chagall (film)","Q3665733",NA,"distributor = | "
"tt0056923","Charade",1963,"movie","Charade (1963 film)","Q496266","studio = [[Stanley Donen|Stanley Donen Films]] | ","distributor = [[Universal Pictures]] | "
"tt0056937","Cleopatra",1963,"movie","Cleopatra (1963 film)","Q4430",NA,"distributor = [[20th Century Fox]] | "
"tt0056940","Come Blow Your Horn",1963,"movie","Come Blow Your Horn (film)","Q1758773","studio = {{Unbulleted list|[[Tandem Productions]]|Essex Productions}} | ","distributor = [[Paramount Pictures]] | "
"tt0056946","Koncert",1962,"movie",NA,NA,NA,NA
"tt0056965","The Critic",1963,"movie","1963 in animation","Q4571296",NA,NA
"tt0057061","The Five Cities of June",1963,"movie","The Five Cities of June","Q7734266",NA,"distributor = [[United States Information Agency]] | "
"tt0057090","A Gathering of Eagles",1963,"movie",NA,NA,NA,NA
"tt0057091","The Leopard",1963,"movie","The Leopard (1963 film)","Q596623",NA,"distributor = {{ubl| * [[Titanus]] {{small|(Italy)}} * [[Pathé]] {{small|(France)}} * [[20th Century Fox]] {{small|(international)}} }} | "
"tt0057115","The Great Escape",1963,"movie","The Great Escape (film)","Q110354","studio = [[The Mirisch Company]] | ","distributor = [[United Artists]] | "
"tt0057149","The Home-Made Car",1963,"movie","The Home-Made Car","Q7740069",NA,NA
"tt0057163","Hud",1963,"movie","Hud (1963 film)","Q1198073","studio = Salem-Dover Productions | ","distributor = [[Paramount Pictures]] | "
"tt0057185","Igra",1962,"movie",NA,NA,NA,NA
"tt0057187","Irma la Douce",1963,"movie","Irma la Douce","Q387370","studio = [[The Mirisch Corporation]] | ","distributor = [[United Artists]] | "
"tt0057193","It's a Mad Mad Mad Mad World",1963,"movie","It's a Mad, Mad, Mad, Mad World","Q1306890","studio = Casey Productions | language = English | budget = $9.4&nbsp;million<ref name=""tino"">{{cite book| first=Tino| last=Balio| title=United Artists: The Company That Changed the Film Industry| publisher=University of Wisconsin Press| url=https://books.google.com/books?id=-_BWAAAAYAAJ&q=kramer+budget| year=2009| page=146| isbn=978-0299230142| access-date=October 18, 2020| archive-date=May 20, 2021| archive-url=https://web.archive.org/web/20210520130618/https://books.google.com/books?id=-_BWAAAAYAAJ&q=kramer+budget| url-status=live}}</ref> | gross = $60&nbsp;million<ref name=""numbers"">[https://www.the-numbers.com/movies/1963/0MMMW.php Box Office Information for ''It's a Mad, Mad, Mad, Mad World''.] {{Webarchive|url=https://web.archive.org/web/20140714181359/http://www.the-numbers.com/movies/1963/0MMMW.php |date=July 14, 2014}} [[The Numbers (website)|The Numbers]]. Retrieved September 5, 2013.</ref>}} [[File:Its a Mad, Mad, Mad, Mad World Trailer4.jpg|thumb|270px|Left to right: [[Edie Adams]], [[Sid Caesar]], [[Jonathan Winters]], [[Ethel Merman]], [[Milton Berle]], [[Mickey Rooney]] and [[Buddy Hackett]]]] '''''It's a Mad, Mad, Mad, Mad World''''' is a 1963 American [[comedy film]] produced and directed by [[Stanley Kramer]] with a story and screenplay by [[William Rose (screenwriter)|William Rose]] and [[Tania Rose]]. The film, starring [[Spencer Tracy]] with an [[Ensemble cast|all-star cast]] of comedians, is about the madcap pursuit of $350,000 in stolen cash by a diverse and colorful group of strangers. It premiered on November 7, 1963.<ref name=""WVrev"">{{cite news| url=https://variety.com/1962/film/reviews/it-s-a-mad-mad-mad-mad-world-1200420392/| title=It's a Mad, Mad, Mad, Mad World| newspaper=[[Variety (magazine)|Variety]]| date=November 6, 1963| page=6| access-date=March 8, 2020| archive-date=October 31, 2020| archive-url=https://web.archive.org/web/20201031082033/https://variety.com/1962/film/reviews/it-s-a-mad-mad-mad-mad-world-1200420392/| url-status=live}}</ref> The principal cast features [[Edie Adams]], [[Milton Berle]], [[Sid Caesar]], [[Buddy Hackett]], [[Ethel Merman]], [[Dorothy Provine]], [[Mickey Rooney]], [[Dick Shawn]], [[Phil Silvers]], [[Terry-Thomas]], and [[Jonathan Winters]]. The film marked the first time Kramer directed a comedy, though he had produced the comedy ''[[So This Is New York]]'' in 1948. He is best known for producing and directing, in his own words, ""heavy drama"" about [[social problem film|social problems]], such as ''[[The Defiant Ones]]'', ''[[Inherit the Wind (1960 film)|Inherit the Wind]]'', ''[[Judgment at Nuremberg]]'', and ''[[Guess Who's Coming to Dinner]]''. His first attempt at directing a comedy film paid off immensely as ''It's a Mad, Mad, Mad, Mad World'' became a critical and commercial success in 1963 and was nominated for six [[Academy Awards]], winning for [[Academy Award for Best Sound Editing|Best Sound Editing]], and two [[Golden Globe Awards]]. Against Kramer's wishes, the film suffered severe cuts by its ","distributor = [[United Artists]] | "
"tt0057229","The Red Lanterns",1963,"movie","The Red Lanterns","Q1632651",NA,NA
"tt0057239","The L-Shaped Room",1962,"movie","The L-Shaped Room","Q1171366","studio = [[Romulus Films]] | ","distributor = [[British Lion Films]] | "
"tt0057251","Lilies of the Field",1963,"movie","Lilies of the Field (1963 film)","Q334735","studio = Rainbow Productions | ","distributor = [[United Artists]] | "
"tt0057263","Love with the Proper Stranger",1963,"movie","Love with the Proper Stranger","Q616491",NA,"distributor = [[Paramount Pictures]] | "
"tt0057279","Le maillon et la chaÃ®ne",1963,"movie","The Link and the Chain","Q3224184",NA,"distributor = | "
"tt0057318","A Dog's Life",1962,"movie","Mondo Cane","Q1152330",NA,"distributor = [[Cineriz]] | "
"tt0057339","My Financial Career",1962,"movie","My Financial Career","Q1956363","studio = [[National Film Board of Canada]] | ","distributor = National Film Board of Canada | "
"tt0057360","A New Kind of Love",1963,"movie","A New Kind of Love","Q1162072","studio = Llenroc Productions | ","distributor = [[Paramount Pictures]] | "
"tt0057400","Papa's Delicate Condition",1963,"movie","Papa's Delicate Condition","Q7132311","studio = Amro Productions | ","distributor = [[Paramount Pictures]] | "
"tt0057410","Pianissimo",1963,"movie",NA,NA,NA,NA
"tt0057459","Robert Frost: A Lover's Quarrel with the World",1963,"movie","Robert Frost: A Lover's Quarrel with the World","Q1418734","studio = [[WGBH-TV]]<ref>[https://www.cinema.ucla.edu/screenings/robert-frost-lovers-quarrel-world-1963 UCLA Film & Television Archive]</ref> | ","distributor = [[Holt, Rinehart & Winston]] | "
"tt0057506","The Six-Sided Triangle",1963,"movie","The Six-Sided Triangle","Q22323868",NA,"distributor = | "
"tt0057524","The Spirit of America",NA,NA,"The Spirit of America","Q7765909",NA,"distributor = [[United States Information Agency]] | "
"tt0057537","The Stripper",1963,"movie","The Stripper (film)","Q1219738","studio = | ","distributor = [[20th Century-Fox]] | "
"tt0057546","The Sword in the Stone",1963,"movie","The Sword in the Stone (1963 film)","Q204662","studio = [[Walt Disney Animation Studios|Walt Disney Productions]] | ","distributor = [[Walt Disney Studios Motion Pictures|Buena Vista Distribution]] | "
"tt0057575","That's Me",1963,"movie","That's Me (film)","Q22323870","studio = Pathé Contemporary Films<br>Stuart Productions | ","distributor = Pathé Contemporary Films | "
"tt0057576","Thirty Million Letters",1963,"movie","Thirty Million Letters","Q7785224","studio = [[British Transport Films]] | ","distributor = [[General Post Office]] | "
"tt0057578","This Sporting Life",1963,"movie","This Sporting Life","Q971412","studio = [[Julian Wintle|A Julian Wintle Leslie Parkyn Production]]<br>[[Independent Artists (company)|Independent Artists]] | ","distributor = [[The Rank Organisation|Rank Organisation]], [[Janus Films]] | "
"tt0057587","To Live Again",1963,"movie","To Live Again (film)","Q12129488","studio = [[Wilding Picture Productions|Wilding]] | ","distributor = [[St Barnabas Hospital (Bronx)|St Barnabas Hospital]] | "
"tt0057590","Tom Jones",1963,"movie","Tom Jones (1963 film)","Q313315","studio = [[Woodfall Film Productions]] | ","distributor = [[United Artists]] | "
