"QID","countryLabel"
"Q109930540","Uzbekistan"
"Q323259","Germany"
"Q158478","Russia"
"Q180829","Russia"
"Q805950","Germany"
"Q117555","Denmark"
"Q911179","Germany"
"Q536880","France"
"Q854838","Hungary"
"Q873882","Hungary"
"Q1330442","Germany"
"Q1034010","Hungary"
"Q1412215","Germany"
"Q1570098","Germany"
"Q1649414","Germany"
"Q1138922","France"
"Q1460833","Hungary"
"Q1138857","Japan"
"Q1968343","Albania"
"Q2415986","Germany"
"Q2586892","Czech Republic"
"Q3527843","France"
"Q3982271","Russia"
"Q4095959","Russia"
"Q4125426","Russia"
"Q3562303","Czech Republic"
"Q4174324","Russia"
"Q4248090","Russia"
"Q4248853","Russia"
"Q4304227","Russia"
"Q4304289","Russia"
"Q4318647","Russia"
"Q4334720","Russia"
"Q4453437","Russia"
"Q4465238","Russia"
"Q4475199","Russia"
"Q3394823","Ukraine"
"Q4496352","Ukraine"
"Q4254898","Latvia"
"Q5658657","United Kingdom"
"Q7628213","Germany"
"Q7603482","Bulgaria"
"Q7260712","Bosnia and Herzegovina"
"Q9356009","Poland"
"Q9356058","Poland"
"Q9356056","Poland"
"Q9356057","Poland"
"Q9356063","Poland"
"Q9356060","Poland"
"Q179200","United States of America"
"Q12131479","Belarus"
"Q12279123","Bulgaria"
"Q12279125","Bulgaria"
"Q12279128","Bulgaria"
"Q12279290","Bulgaria"
"Q11815279","Poland"
"Q12169803","Ukraine"
"Q158478","Soviet Union"
"Q12795346","Slovenia"
"Q18462718","Portugal"
"Q7619543","United States of America"
"Q7654630","United States of America"
"Q18528247","Slovakia"
"Q23785446","Germany"
"Q16894340","United States of America"
"Q28666355","Russia"
"Q28402888","United States of America"
"Q45404519","Italy"
"Q42768910","Kazakhstan"
"Q47086388","Germany"
"Q46698216","France"
"Q47006002","Czech Republic"
"Q46634646","Slovakia"
"Q46843981","Poland"
"Q55401375","Georgia"
"Q56476295","Austria"
"Q57262252","Germany"
"Q57262297","Germany"
"Q67513998","Germany"
"Q66763567","Poland"
"Q69885897","Croatia"
"Q76878165","France"
"Q78884635","Romania"
"Q56284703","North Korea"
"Q91918608","Russia"
"Q96976184","Germany"
"Q98637462","Germany"
"Q104708997","Canada"
"Q105787386","Switzerland"
"Q105876687","Canada"
"Q108838413","Romania"
"Q109768298","Romania"
"Q109675830","France"
"Q99542407","United States of America"
"Q112231349","Germany"
"Q112110520","France"
"Q112669530","France"
"Q115679731","Germany"
"Q115409868","Czech Republic"
"Q108610950","Czechoslovakia"
"Q760558","Germany"
"Q954333","Uruguay"
"Q853183","Russia"
"Q1055819","Russia"
"Q1512886","Germany"
"Q1412209","Austria"
"Q658117","Poland"
"Q1899284","Austria"
"Q2118675","Germany"
"Q2482757","Belgium"
"Q4062932","Russia"
"Q4080168","Russia"
"Q4153932","Russia"
"Q4242952","Russia"
"Q4325478","Russia"
"Q4331130","Russia"
"Q4398495","Russia"
"Q4402648","Russia"
"Q4408477","Russia"
"Q4453263","Russia"
"Q4494897","Russia"
"Q3511131","Croatia"
"Q4242952","Ukraine"
"Q4513855","Ukraine"
"Q4261376","Latvia"
"Q5905572","United Kingdom"
"Q7573564","Australia"
"Q6974242","Czech Republic"
"Q7603483","Russia"
"Q7715354","Poland"
"Q7235700","Ukraine"
"Q8038590","Poland"
"Q9356064","Poland"
"Q9356065","Poland"
"Q12103006","Tajikistan"
"Q11055501","Croatia"
"Q11500013","Japan"
"Q11517899","Japan"
"Q12366744","Estonia"
"Q12093686","Bulgaria"
"Q12157999","Bulgaria"
"Q11798709","Poland"
"Q13142490","Switzerland"
"Q13030527","Belarus"
"Q12097011","Ukraine"
"Q12102016","Ukraine"
"Q12105398","Ukraine"
"Q12123338","Ukraine"
"Q12141915","Ukraine"
"Q12149652","Ukraine"
"Q12160253","Ukraine"
"Q12167206","Ukraine"
"Q12167345","Ukraine"
"Q12763476","Slovakia"
"Q12160268","Kazakhstan"
"Q13052806","Armenia"
"Q16631354","Russia"
"Q16666890","Russia"
"Q16680610","Russia"
"Q16434366","Kazakhstan"
"Q22691478","Hungary"
"Q30039110","Germany"
"Q16434366","Soviet Union"
"Q31744706","Czech Republic"
"Q46828316","Hungary"
"Q46847744","Hungary"
"Q47006119","Czech Republic"
"Q23780949","Uzbekistan"
"Q50181547","Slovenia"
"Q50286230","Slovenia"
"Q57335024","Germany"
"Q56405856","Norway"
"Q60975011","Russia"
"Q61993254","Kazakhstan"
"Q48988840","Azerbaijan"
"Q73560343","Switzerland"
"Q12102016","Donetsk People's Republic"
"Q84766581","United Kingdom"
"Q86457950","Czech Republic"
"Q87342574","France"
"Q92566172","France"
"Q97287199","Germany"
"Q97287969","Germany"
"Q98075274","Netherlands"
"Q100042496","Canada"
"Q100524112","Canada"
"Q101866293","Finland"
"Q102027557","Canada"
"Q104771335","Germany"
"Q105958334","Czech Republic"
"Q106720916","France"
"Q110899947","Germany"
"Q111477954","Germany"
"Q110928543","Slovenia"
"Q112669723","France"
"Q113482656","France"
"Q113470397","Poland"
"Q28403775","Australia"
"Q31271982","Estonia"
"Q84266729","United States of America"
"Q108137800","Turkey"
"Q108108296","Spain"
"Q108108307","Italy"
"Q108639094","People's Republic of China"
"Q108673527","Germany"
"Q108183242","Netherlands"
"Q108874744","Israel"
"Q108286688","France"
"Q108784198","Spain"
"Q108216425","Czech Republic"
"Q108257585","Poland"
"Q108147997","United Kingdom"
"Q108216617","Slovakia"
"Q108806670","Canada"
"Q109183088","Poland"
"Q109456807","South Korea"
"Q110703668","Finland"
"Q110688188","Australia"
"Q110784228","Estonia"
"Q110815867","Netherlands"
"Q110955074","Netherlands"
"Q110949253","Sweden"
"Q111531672","Australia"
"Q111710915","Finland"
"Q111284696","Sweden"
"Q110630466","United Kingdom"
"Q112020394","Argentina"
"Q111812321","Denmark"
"Q112731985","Germany"
"Q113111995","Belgium"
"Q113112046","Germany"
"Q113137732","Finland"
"Q112640436","Sweden"
"Q112674806","Sweden"
"Q112148592","Norway"
"Q113019166","Sweden"
"Q113104259","France"
"Q113220333","Sweden"
"Q113234914","France"
"Q113240963","Sweden"
"Q113977588","Finland"
"Q108147997","Rwanda"
"Q113564698","Sweden"
"Q113977129","Sweden"
"Q114240404","Sweden"
"Q113536751","Norway"
"Q114379613","India"
"Q115247331","Germany"
"Q115497812","Finland"
"Q115245013","Sweden"
"Q115184198","Denmark"
"Q115267688","India"
"Q115854172","France"
"Q116774987","Germany"
"Q116775022","Germany"
"Q116875076","Germany"
"Q116908795","Germany"
"Q116920990","Germany"
"Q116603580","Spain"
"Q116659192","Italy"
"Q116545521","Sweden"
"Q116690119","France"
"Q116700730","France"
"Q116775025","Sweden"
"Q116794079","France"
"Q116856047","Sweden"
"Q116856322","France"
"Q116953916","Sweden"
"Q116953923","Sweden"
"Q116972593","Sweden"
"Q116596035","Canada"
"Q116766736","South Korea"
"Q116776985","South Korea"
"Q116777000","South Korea"
"Q116948955","Norway"
"Q116779718","Ukraine"
"Q116827092","Ukraine"
"Q108148281","United States of America"
"Q108148358","United States of America"
"Q109323239","United States of America"
"Q114730015","Iceland"
"Q115096401","Iceland"
"Q115096411","Iceland"
"Q112020394","United States of America"
"Q112226410","Republic of Ireland"
"Q115311553","United States of America"
"Q1350785","Germany"
"Q1434607","Germany"
"Q1603892","Germany"
"Q1534882","Austria"
"Q1479649","Russia"
"Q1778957","Austria"
"Q1924930","Germany"
"Q1936615","Germany"
"Q1864936","Austria"
"Q1938662","Austria"
"Q1418294","Greece"
"Q2367528","Austria"
"Q2528494","Austria"
"Q1936629","India"
"Q2363431","France"
"Q3211378","Belgium"
"Q3128481","France"
"Q3539712","Russia"
"Q3264371","France"
"Q3501071","France"
"Q3506554","Canada"
"Q3501089","United Kingdom"
"Q1348264","United States of America"
"Q1638321","United States of America"
"Q1646069","United States of America"
"Q1894881","United States of America"
"Q2407366","United States of America"
"Q3008749","United States of America"
"Q3126731","United States of America"
"Q3358940","United States of America"
"Q3539712","Soviet Union"
"Q28671390","Italy"
"Q29017788","Spain"
"Q33108601","Germany"
"Q36147622","Japan"
"Q42384042","France"
"Q48873365","Brazil"
"Q48697860","India"
"Q48840704","Poland"
"Q55401372","Switzerland"
"Q55737940","South Korea"
"Q57403410","Germany"
"Q59723471","Netherlands"
"Q60644453","Spain"
"Q61394034","Estonia"
"Q61394062","Estonia"
"Q60752075","India"
"Q60924002","Canada"
"Q63529503","Israel"
"Q64597232","United Kingdom"
"Q64976115","Canada"
"Q61355356","Indonesia"
"Q56010222","Luxembourg"
"Q63439510","Western Sahara"
"Q64960823","United States of America"
"Q78157176","Germany"
"Q78625928","Germany"
"Q78507573","France"
"Q79618634","Germany"
"Q78788455","United Kingdom"
"Q80664764","Israel"
"Q80455410","France"
"Q80803713","France"
"Q80176500","United Kingdom"
"Q83379201","France"
"Q72939327","Czechoslovakia"
"Q89875062","Germany"
"Q90013629","Germany"
"Q90141683","United Kingdom"
"Q78790717","Republic of Ireland"
"Q95402222","Switzerland"
"Q96239295","Finland"
"Q98210833","United Kingdom"
"Q98400556","United Kingdom"
"Q101246992","Germany"
"Q100658955","Netherlands"
"Q101188727","United Kingdom"
"Q101208746","United Kingdom"
"Q101231790","United Kingdom"
"Q101231919","Slovenia"
"Q104735417","Belgium"
"Q104723353","Spain"
"Q105233238","Germany"
"Q105731405","Spain"
"Q105756868","Greece"
"Q106400381","India"
"Q107510236","Germany"
"Q107587867","Chile"
"Q107167295","Sweden"
"Q107812502","Germany"
"Q107600390","Italy"
"Q107637155","Italy"
"Q107658628","Spain"
"Q107575851","France"
"Q107382533","United Kingdom"
"Q107539794","Slovenia"
"Q98279953","United States of America"
"Q106412820","United States of America"
"Q107559756","United States of America"
"Q107920207","Republic of Ireland"
"Q3488561","France"
"Q3555701","France"
"Q3960839","Italy"
"Q4065759","Russia"
"Q3910771","France"
"Q4284283","Russia"
"Q4315611","Russia"
"Q4341103","Russia"
"Q3992245","Japan"
"Q4926610","Finland"
"Q3991282","United Kingdom"
"Q4010298","United Kingdom"
"Q3487676","Tunisia"
"Q4826543","Canada"
"Q4732569","United Kingdom"
"Q7514003","People's Republic of China"
"Q7522398","Turkey"
"Q7514003","British Hong Kong"
"Q8028786","Russia"
"Q7359543","South Africa"
"Q7621359","United Kingdom"
"Q7698270","United Kingdom"
"Q7801550","United Kingdom"
"Q11079561","People's Republic of China"
"Q10495171","Sweden"
"Q11865616","Finland"
"Q11871934","Finland"
"Q11312039","Japan"
"Q12302972","Denmark"
"Q11956464","Norway"
"Q11968631","Norway"
"Q3620821","United States of America"
"Q3685076","United States of America"
"Q3699365","United States of America"
"Q3880776","United States of America"
"Q3886493","United States of America"
"Q15810932","Austria"
"Q16218341","Germany"
"Q4631061","United States of America"
"Q16928313","Romania"
"Q17124268","Germany"
"Q4038735","Luxembourg"
"Q16261421","South Korea"
"Q16825684","Denmark"
"Q17053928","India"
"Q17057421","United Kingdom"
"Q18070515","Netherlands"
"Q18688791","Finland"
"Q18689250","Finland"
"Q18624254","Austria"
"Q18343365","British Hong Kong"
"Q18384665","France"
"Q7250053","United States of America"
"Q7276847","United States of America"
"Q7643346","United States of America"
"Q7943490","United States of America"
"Q8035724","United States of America"
"Q8214167","United States of America"
"Q14481463","Iceland"
"Q14933723","Indonesia"
"Q16248642","United States of America"
"Q16254954","United States of America"
"Q16995254","United States of America"
"Q17037124","United States of America"
"Q17089516","United States of America"
"Q17092884","United States of America"
"Q17335620","United States of America"
"Q15477071","Kingdom of Hungary"
"Q18694578","United States of America"
"Q16852254","Soviet Union"
"Q100701024","Russia"
"Q101071381","Peru"
"Q101247052","Austria"
"Q101464084","Germany"
"Q101189038","Italy"
"Q102414409","Sweden"
"Q104772178","Germany"
"Q104772178","Austria"
"Q104822140","Spain"
"Q104812045","Czech Republic"
"Q106641464","Germany"
"Q106641416","Spain"
"Q107150566","Germany"
"Q107139546","Turkey"
"Q107172595","Romania"
"Q106504537","Bolivia"
"Q106833252","Hungary"
"Q107400727","Finland"
"Q107640447","Italy"
"Q107600399","France"
"Q107620618","France"
"Q107641719","France"
"Q107304842","Canada"
"Q107556666","Japan"
"Q108133627","Sweden"
"Q108137731","Greece"
"Q108138092","Greece"
"Q107575861","United Kingdom"
"Q541569","People's Republic of China"
"Q564960","Germany"
"Q718996","Turkey"
"Q495396","Italy"
"Q1026988","Germany"
"Q892897","Austria"
"Q1183541","Germany"
"Q577589","Ukraine"
"Q984047","United Kingdom"
"Q7832202","Germany"
"Q8069684","Poland"
"Q11352124","Switzerland"
"Q115096562","Faroe Islands"
"Q11859381","Finland"
"Q11859484","Finland"
"Q11861564","Finland"
"Q11894292","Finland"
"Q540122","United States of America"
"Q575024","United States of America"
"Q640786","United States of America"
"Q642996","United States of America"
"Q12401098","Spain"
"Q771272","United States of America"
"Q12058578","Czech Republic"
"Q11791890","Poland"
"Q984047","United States of America"
"Q1111024","United States of America"
"Q1166160","United States of America"
"Q11969844","Norway"
"Q15851886","Germany"
"Q16242389","People's Republic of China"
"Q15993918","Poland"
"Q7860124","United States of America"
"Q16248298","United States of America"
"Q108285936","Portugal"
"Q108269838","Romania"
"Q108408834","Spain"
"Q108286032","France"
"Q108784264","Spain"
"Q108850505","Spain"
"Q108873001","Spain"
"Q108273229","United Kingdom"
"Q108651334","Norway"
"Q110039907","Germany"
"Q109772644","Spain"
"Q110174240","Germany"
"Q110646802","Germany"
"Q110943096","Germany"
"Q111096544","Finland"
"Q110993951","Switzerland"
"Q111360430","Finland"
"Q110971678","Sweden"
"Q111040265","Sweden"
"Q111743339","Finland"
"Q111749435","Finland"
"Q111749436","Finland"
"Q111490641","Sweden"
"Q110973593","Poland"
"Q112226288","Finland"
"Q112221845","Hungary"
"Q111724531","Canada"
"Q112769571","Spain"
"Q113112270","Belgium"
"Q113119128","Germany"
"Q112617935","Sweden"
"Q112643673","Sweden"
"Q112679360","Sweden"
"Q112750282","Sweden"
"Q112803436","Sweden"
"Q113112027","Hungary"
"Q112232667","United Kingdom"
"Q113132847","Sweden"
"Q113112171","Denmark"
"Q114054534","Finland"
"Q113390650","Denmark"
"Q113625627","Sweden"
"Q113633973","Sweden"
"Q113662265","Sweden"
"Q113676647","Sweden"
"Q114839480","Belgium"
"Q113687974","Norway"
"Q113699916","Norway"
"Q113843887","United Kingdom"
"Q114801428","Sweden"
"Q115215448","Russia"
"Q115111694","Sweden"
"Q115236626","France"
"Q115944474","Germany"
"Q115199664","Denmark"
"Q116256338","Germany"
"Q114984702","Norway"
"Q116209811","Sweden"
"Q116486398","South Korea"
"Q113112268","Iceland"
"Q113116290","Iceland"
"Q109253079","United States of America"
"Q113016441","United States of America"
"Q116188723","United States of America"
"Q115215448","Soviet Union"
"Q3362049","Germany"
"Q3347116","France"
"Q3352864","France"
"Q4050398","Finland"
"Q4064115","Russia"
"Q4127371","Russia"
"Q4186473","Russia"
"Q4504406","Russia"
"Q4824145","Australia"
"Q4986006","Finland"
"Q4998158","Australia"
"Q5276759","Brazil"
"Q5401916","Mexico"
"Q5448913","Germany"
"Q4035093","United Kingdom"
"Q5401546","Estonia"
"Q5449048","Australia"
"Q5449046","Spain"
"Q4070336","Ukraine"
"Q4461043","Russian Empire"
"Q5586187","Argentina"
"Q5098089","India"
"Q5674985","Spain"
"Q6006579","Turkey"
"Q6018869","Turkey"
"Q5412078","Sweden"
"Q4959237","Poland"
"Q5885206","Spain"
"Q5187036","Croatia"
"Q5098090","United Kingdom"
"Q5185077","United Kingdom"
"Q6689913","Israel"
"Q5448973","United Kingdom"
"Q6813261","Russia"
"Q6589360","France"
"Q7126164","Australia"
"Q6973624","Argentina"
"Q6410530","Japan"
"Q7050801","Sweden"
"Q6516806","United Kingdom"
"Q7008938","Canada"
"Q7560946","Sweden"
"Q7667850","India"
"Q7461122","Canada"
"Q7263919","United Kingdom"
"Q7497371","United Kingdom"
"Q7751831","United Kingdom"
"Q7966635","United Kingdom"
"Q10453214","Sweden"
"Q10495189","Sweden"
"Q10512753","Sweden"
"Q11854398","Finland"
"Q11859563","Finland"
"Q11888496","Finland"
"Q11888710","Finland"
"Q11949849","Spain"
"Q12162653","Spain"
"Q12301653","Denmark"
"Q12709477","Malaysia"
"Q7398933","Iceland"
"Q3285496","United States of America"
"Q3420434","United States of America"
"Q16001578","British Hong Kong"
"Q16711321","Russia"
"Q5046954","United States of America"
"Q5284005","United States of America"
"Q17084064","Russia"
"Q5592150","United States of America"
"Q5593631","United States of America"
"Q17275620","France"
"Q17152303","India"
"Q6373523","United States of America"
"Q16693899","Ukraine"
"Q16993555","United Kingdom"
"Q4186473","Soviet Union"
"Q6721904","United States of America"
"Q6859039","United States of America"
"Q6927081","United States of America"
"Q7060834","United States of America"
"Q7102772","United States of America"
"Q7544227","United States of America"
"Q7550454","United States of America"
"Q8068615","United States of America"
"Q22080095","People's Republic of China"
"Q16220833","Indonesia"
"Q16513838","Indonesia"
"Q22269313","Norway"
"Q22295628","Norway"
"Q11887890","United States of America"
"Q24935345","Italy"
"Q25473170","Turkey"
"Q16249615","United States of America"
"Q28537651","Finland"
"Q16634789","United States of America"
"Q17081246","United States of America"
"Q17092665","United States of America"
"Q17300077","United States of America"
"Q28496060","Canada"
"Q28402637","Uganda"
"Q28713467","Iran"
"Q31074246","Spain"
"Q25462243","Indonesia"
"Q39050829","Bangladesh"
"Q28494249","United States of America"
"Q47088763","Netherlands"
"Q47155153","Canada"
"Q49097973","Finland"
"Q50335374","France"
"Q50491222","France"
"Q43376179","United States of America"
"Q56313329","France"
"Q58035287","France"
"Q60232476","Greece"
"Q61393934","Estonia"
"Q65116473","Serbia"
"Q65092043","Spain"
"Q65589420","Germany"
"Q64976192","France"
"Q65953272","Belgium"
"Q66624421","India"
"Q60726624","United States of America"
"Q70629138","Latvia"
"Q64226547","United States of America"
"Q77978088","Italy"
"Q78452725","Germany"
"Q78161755","France"
"Q78479795","Italy"
"Q78507844","Spain"
"Q78157492","Greece"
"Q78049186","Canada"
"Q67206008","United States of America"
"Q78156601","United Kingdom"
"Q78158192","United Kingdom"
"Q78992365","France"
"Q78346337","United Kingdom"
"Q78787529","United Kingdom"
"Q79617105","France"
"Q72418329","United States of America"
"Q78158792","Republic of Ireland"
"Q495107","Serbia"
"Q1233678","Germany"
"Q851184","Netherlands"
"Q1529957","Germany"
"Q1884239","Germany"
"Q624656","Slovakia"
"Q2825393","France"
"Q3565520","Belgium"
"Q3568109","Germany"
"Q2930916","France"
"Q3701643","Finland"
"Q3211552","France"
"Q3212863","France"
"Q3232642","France"
"Q3745392","Australia"
"Q3621755","Italy"
"Q3361500","France"
"Q3680556","Italy"
"Q3739211","Italy"
"Q3496952","France"
"Q3503971","France"
"Q3511059","France"
"Q3563296","France"
"Q4150811","Russia"
"Q3388555","Canada"
"Q4362796","Russia"
"Q3402325","United Kingdom"
"Q4894639","Germany"
"Q4824147","Australia"
"Q5389773","Turkey"
"Q5398366","Finland"
"Q5672652","Spain"
"Q5922969","Australia"
"Q6043913","Turkey"
"Q6085085","Turkey"
"Q5793330","Spain"
"Q4735133","United Kingdom"
"Q5989527","Spain"
"Q5989911","Spain"
"Q4920477","United Kingdom"
"Q6080339","Japan"
"Q5680824","United Kingdom"
"Q5975697","Philippines"
"Q5987928","United Kingdom"
"Q6529894","Canada"
"Q7168755","Canada"
"Q7387002","Canada"
"Q7197915","Norway"
"Q7544706","Canada"
"Q7497366","United Kingdom"
"Q7975599","Canada"
"Q8210440","Japan"
"Q9033551","Spain"
"Q4930294","Iceland"
"Q495107","United States of America"
"Q579415","United States of America"
"Q604775","United States of America"
"Q861764","United States of America"
"Q925249","United States of America"
"Q1156642","United States of America"
"Q3080189","United States of America"
"Q3132909","United States of America"
"Q3242008","United States of America"
"Q3401312","United States of America"
"Q3640460","United States of America"
"Q3879177","United States of America"
"Q3959689","United States of America"
"Q4411312","United States of America"
"Q4816418","United States of America"
"Q4912005","United States of America"
"Q4928562","United States of America"
"Q4940756","United States of America"
"Q4968078","United States of America"
"Q4980924","United States of America"
"Q5007233","United States of America"
"Q5009262","United States of America"
"Q5357370","United States of America"
"Q5403512","United States of America"
"Q5455812","United States of America"
"Q5475561","United States of America"
"Q5598045","United States of America"
"Q6014742","United States of America"
"Q6075035","United States of America"
"Q6420004","United States of America"
"Q6516770","United States of America"
"Q6535870","United States of America"
"Q5173461","Kingdom of Hungary"
"Q7304367","United States of America"
"Q7366534","United States of America"
"Q7445465","United States of America"
"Q7924442","United States of America"
"Q8021105","United States of America"
"Q13157864","Republic of Ireland"
"Q46578","United States of America"
"Q2882505","Spain"
"Q3001891","France"
"Q3049217","France"
"Q3091254","France"
"Q3156915","France"
"Q2972800","Japan"
"Q3003752","Japan"
"Q3546752","France"
"Q3094476","Canada"
"Q4101910","Russia"
"Q4338489","Russia"
"Q5476802","Brazil"
"Q5509350","Finland"
"Q5131896","United Kingdom"
"Q6422219","Canada"
"Q7248445","Colombia"
"Q11883266","Finland"
"Q12234312","Tunisia"
"Q3980774","United States of America"
"Q10770882","Vietnam"
"Q16535635","Russia"
"Q16641538","Russia"
"Q5173743","United States of America"
"Q16675753","France"
"Q16677238","France"
"Q5424216","United States of America"
"Q5476802","United States of America"
"Q5582469","United States of America"
"Q16966555","India"
"Q17149205","France"
"Q17064399","India"
"Q17018154","Canada"
"Q17063093","South Korea"
"Q17278320","South Korea"
"Q6820801","United States of America"
"Q18291788","Sweden"
"Q7250799","United States of America"
"Q7296408","United States of America"
"Q19278691","Austria"
"Q18816537","Sweden"
"Q19610529","Turkey"
"Q19611063","Turkey"
"Q6869566","Republic of Ireland"
"Q7893895","United States of America"
"Q8073491","United States of America"
"Q19839170","Argentina"
"Q19309961","Poland"
"Q20227561","Sweden"
"Q20549507","Spain"
"Q20724296","France"
"Q20724376","France"
"Q21012866","British Hong Kong"
"Q20885851","Sweden"
"Q20895569","Sweden"
"Q21856019","Finland"
"Q22037587","Norway"
"Q23649274","Mexico"
"Q22916734","India"
"Q25475214","Turkey"
"Q24932244","France"
"Q20427715","Indonesia"
"Q27825834","Belgium"
"Q27074285","Czech Republic"
"Q17049049","United States of America"
"Q17128241","United States of America"
"Q17371406","United States of America"
"Q18155354","United States of America"
"Q20873087","United States of America"
"Q52232930","Sweden"
"Q56321413","Chile"
"Q66351091","Canada"
"Q63893295","United States of America"
"Q96096376","Spain"
"Q94844631","United States of America"
"Q107119036","Canada"
"Q108178046","Taiwan"
"Q107343529","Malaysia"
"Q108933483","Italy"
"Q109103945","Spain"
"Q110270543","Spain"
"Q110904904","France"
"Q113146199","South Korea"
"Q107603618","United States of America"
"Q111920310","United States of America"
"Q721246","Sweden"
"Q490687","South Korea"
"Q520445","United Kingdom"
"Q1513499","France"
"Q2309835","Germany"
"Q1210241","United Kingdom"
"Q3139227","Japan"
"Q3739907","Italy"
"Q3411145","Denmark"
"Q3840934","Italy"
"Q3840936","Italy"
"Q3568117","France"
"Q4102432","Russia"
"Q4214953","Russia"
"Q4235588","Russia"
"Q4403233","Russia"
"Q4356568","Sweden"
"Q4780489","India"
"Q4781165","Poland"
"Q5934020","Australia"
"Q6039889","Turkey"
"Q5984808","Argentina"
"Q5422590","Canada"
"Q5098088","United Kingdom"
"Q6585645","Israel"
"Q5492455","Canada"
"Q5327008","South Africa"
"Q6407309","South Africa"
"Q11199109","Japan"
"Q11331924","Japan"
"Q242446","United States of America"
"Q651228","United States of America"
"Q1337530","United States of America"
"Q2140077","United States of America"
"Q117826650","Kyrgyzstan"
"Q3080194","United States of America"
"Q3441934","United States of America"
"Q3645374","United States of America"
"Q3704004","United States of America"
"Q3808345","United States of America"
"Q4034507","United States of America"
"Q4300318","Moldova"
"Q4683944","United States of America"
"Q4780593","United States of America"
"Q4863949","United States of America"
"Q5153874","United States of America"
"Q5284436","United States of America"
"Q19794279","South Korea"
"Q24871770","Japan"
"Q27860340","United States of America"
"Q48799303","South Korea"
"Q47007593","United States of America"
"Q47796826","United States of America"
"Q64411346","Netherlands"
"Q85980165","South Korea"
"Q60850953","Kyrgyzstan"
"Q96791947","Spain"
"Q65305085","Kyrgyzstan"
"Q65305324","Kyrgyzstan"
"Q97927027","United States of America"
"Q110681739","Romania"
"Q110172866","Czech Republic"
"Q109774631","United Kingdom"
"Q110070782","Poland"
"Q115448503","Russia"
"Q116848910","South Korea"
"Q117035234","South Korea"
"Q117288521","South Korea"
"Q117313321","South Korea"
"Q117458524","South Korea"
"Q117840819","South Korea"
"Q107015205","United States of America"
"Q118489623","Egypt"
"Q118362635","South Korea"
"Q118391096","United Kingdom"
"Q118444582","South Africa"
"Q118875679","South Korea"
"Q119998894","Spain"
"Q120635169","Spain"
"Q121026924","Israel"
"Q120742444","South Korea"
"Q118724830","Togo"
"Q118725064","Togo"
"Q121009081","South Korea"
"Q111030187","United States of America"
"Q111541375","United States of America"
"Q122723664","South Korea"
"Q122687216","Armenia"
"Q117450250","United States of America"
"Q120304816","United States of America"
"Q122987379","United States of America"
"Q806575","France"
"Q1550785","Germany"
"Q489899","South Korea"
"Q2315393","Belgium"
"Q2815782","France"
"Q2014847","United Kingdom"
"Q2864832","France"
"Q2940427","France"
"Q2963634","France"
"Q3100057","France"
"Q3359550","France"
"Q3478860","France"
"Q3546631","France"
"Q3211913","Canada"
"Q2041562","Kazakhstan"
"Q5199447","Netherlands"
"Q120694090","North Macedonia"
"Q5642817","Argentina"
"Q5147983","Colombia"
"Q7695595","Israel"
"Q6756841","Canada"
"Q7705892","United Kingdom"
"Q10272801","Brazil"
"Q10578172","Sweden"
"Q386442","United States of America"
"Q905791","United States of America"
"Q925642","United States of America"
"Q2721586","United States of America"
"Q3067892","United States of America"
"Q3080193","United States of America"
"Q15154276","France"
"Q4686437","United States of America"
"Q4857353","United States of America"
"Q6225797","United States of America"
"Q7102562","United States of America"
"Q12696352","Indonesia"
"Q7575889","United States of America"
"Q8028532","United States of America"
"Q16958660","United States of America"
"Q16965879","United States of America"
"Q16986509","United States of America"
"Q17511722","United States of America"
"Q18370014","United States of America"
"Q30854293","Austria"
"Q42286429","Germany"
"Q50826023","Finland"
"Q62565077","Italy"
"Q65131675","Italy"
"Q54953618","United States of America"
"Q67968748","Colombia"
"Q70724014","Spain"
"Q78793577","United States of America"
"Q104476728","Greece"
"Q108188827","Spain"
"Q108272985","Spain"
"Q108913822","South Africa"
"Q110951960","Spain"
"Q102230958","United States of America"
"Q115114184","France"
"Q116257582","Australia"
"Q116380568","South Korea"
"Q120494512","Belgium"
"Q120483080","Finland"
"Q120789078","Belgium"
"Q120694076","Austria"
"Q120793936","Estonia"
"Q121035055","People's Republic of China"
"Q121097519","Germany"
"Q121140881","Belgium"
"Q121170203","Germany"
"Q121170350","Germany"
"Q121172941","Germany"
"Q120763917","Bangladesh"
"Q121265552","Finland"
"Q120646472","Denmark"
"Q121467132","Germany"
"Q120870005","France"
"Q120870008","France"
"Q120377404","Croatia"
"Q121294679","Hong Kong"
"Q120514511","Norway"
"Q121321808","Sweden"
"Q120694073","Croatia"
"Q121437547","France"
"Q120373299","Slovenia"
"Q120402881","United States of America"
"Q56474046","Germany"
"Q57181048","Switzerland"
"Q56753309","India"
"Q61394133","Estonia"
"Q61903200","internationality"
"Q63248873","United Kingdom"
"Q65251596","Israel"
"Q64605652","Norway"
"Q65180385","Canada"
"Q69760253","France"
"Q60776370","United States of America"
"Q63866634","United States of America"
"Q64158514","United States of America"
"Q64349045","United States of America"
"Q78159044","Germany"
"Q66424714","United States of America"
"Q78600834","Belgium"
"Q78298840","France"
"Q78457904","France"
"Q78627586","France"
"Q77976354","United Kingdom"
"Q78792108","United Kingdom"
"Q80349510","Netherlands"
"Q83976694","Germany"
"Q86167468","Canada"
"Q88960837","Germany"
"Q89875207","Germany"
"Q89875316","Germany"
"Q89468353","Netherlands"
