"QID","itemLabel","itemDescription","article"
"Q7260711","Puppet Theatre Barge","marionette theatre on a converted barge in London, England","https://en.wikipedia.org/wiki/Puppet_Theatre_Barge"
"Q3334902","Nadiadwala Grandson Entertainment","Indian film production company","https://en.wikipedia.org/wiki/Nadiadwala_Grandson_Entertainment"
"Q7246757","Pro Plus","slovene production company","https://en.wikipedia.org/wiki/Pro_Plus_(company)"
"Q7248580","Progress Theatre","Community theatre in Reading, Berkshire, UK","https://en.wikipedia.org/wiki/Progress_Theatre"
"Q3354568","Navoi Theater","opera house in Tashkent, Uzbekistan","https://en.wikipedia.org/wiki/Navoi_Theater"
"Q3362049","Pandora Film","German film production company","https://en.wikipedia.org/wiki/Pandora_Film"
"Q7276847","RIVR Media","American-based TV production company","https://en.wikipedia.org/wiki/RIVR_Media"
"Q7250053","Propaganda Films","film production company","https://en.wikipedia.org/wiki/Propaganda_Films"
"Q63893295","Disney Television Studios","TV production grouping","https://en.wikipedia.org/wiki/Disney_Television_Studios"
"Q3396232","ITV Wales & West","independent television franchise area","https://en.wikipedia.org/wiki/ITV_Wales_%26_West"
"Q3420434","Raw Nerve","American film production company","https://en.wikipedia.org/wiki/Raw_Nerve_(company)"
"Q3416982","Radiodiffusion Française","French public broadcasting institution","https://en.wikipedia.org/wiki/Radiodiffusion_Fran%C3%A7aise"
"Q13052806","Yerevan State Marionettes Theatre","Armenian theater","https://en.wikipedia.org/wiki/Yerevan_State_Marionettes_Theatre"
"Q3421539","Reaction","British independent record label","https://en.wikipedia.org/wiki/Reaction_Records"
"Q3437779","Frikar Dance Company","Norwegian dance company","https://en.wikipedia.org/wiki/Frikar_Dance_Company"
"Q7197915","Piraya Film","Norwegian documentary film production company","https://en.wikipedia.org/wiki/Piraya_Film"
"Q7202276","Platform Post-production",NA,"https://en.wikipedia.org/wiki/Platform_Post-production"
"Q7229554","Poppoli Pictures",NA,"https://en.wikipedia.org/wiki/Poppoli_Pictures"
"Q64361975","Excellent Cadaver","film and television production company","https://en.wikipedia.org/wiki/Excellent_Cadaver"
"Q7262893","Pyburn Films",NA,"https://en.wikipedia.org/wiki/Pyburn_Films"
"Q3368737","Pathé Exchange","former film production and distribution company","https://en.wikipedia.org/wiki/Path%C3%A9_Exchange"
"Q7273750","R. K. Films","Film Studio","https://en.wikipedia.org/wiki/R._K._Films"
"Q7229317","Popiah Pictures",NA,"https://en.wikipedia.org/wiki/Popiah_Pictures"
"Q7232190","Portobello Post",NA,"https://en.wikipedia.org/wiki/Portobello_Post"
"Q7252907","Proyectamos Televisión",NA,"https://en.wikipedia.org/wiki/Proyectamos_Televisi%C3%B3n"
"Q3431686","Wasa Theater","Swedish-language theatre in Vaasa, Finland","https://en.wikipedia.org/wiki/Wasa_Theatre"
"Q3314346","Millimages",NA,"https://en.wikipedia.org/wiki/Millimages"
"Q7268400","Quadriga Productions","film production company","https://en.wikipedia.org/wiki/Quadriga_Productions"
"Q3338432","Nest Family Entertainment",NA,"https://en.wikipedia.org/wiki/Nest_Family_Entertainment"
"Q7270900","Queensland Art Gallery","art museum in Brisbane, Queensland, Australia","https://en.wikipedia.org/wiki/Queensland_Art_Gallery"
"Q7272410","Quintessence Films","film production company","https://en.wikipedia.org/wiki/Quintessence_Films"
"Q25434069","OscarsborgOpera",NA,"https://en.wikipedia.org/wiki/OscarsborgOpera"
"Q3354558","Opéra de Lille","opera house in Lille, France","https://en.wikipedia.org/wiki/Op%C3%A9ra_de_Lille"
"Q7278580","Rabbit Films","Finnish television and film production company","https://en.wikipedia.org/wiki/Rabbit_Films"
"Q7249683","Promec Televisión","defunct Colombian TV production company","https://en.wikipedia.org/wiki/Promec_Televisi%C3%B3n"
"Q7280459","Radical Sheep Productions","production company","https://en.wikipedia.org/wiki/Radical_Sheep_Productions"
"Q7259111","Pūkeko Pictures","New Zealand film and television production company","https://en.wikipedia.org/wiki/P%C5%ABkeko_Pictures"
"Q7273145","Qwerty Films","British film production company","https://en.wikipedia.org/wiki/Qwerty_Films"
"Q3476213","Scott Free Productions","British film and television production company","https://en.wikipedia.org/wiki/Scott_Free_Productions"
"Q7243604","Primo Filmes","Brazilian film production company","https://en.wikipedia.org/wiki/Primo_Filmes"
"Q7272955","Qurios Entertainment","British animation studio","https://en.wikipedia.org/wiki/Qurios_Entertainment"
"Q63863205","Skydance Animation","American animation studio","https://en.wikipedia.org/wiki/Skydance_Animation"
"Q3392176","Filmax","Spanish film production company","https://en.wikipedia.org/wiki/Filmax"
"Q7270938","Queensland Film Corporation",NA,"https://en.wikipedia.org/wiki/Queensland_Film_Corporation"
"Q3424328","Reliance Motion Picture Corporation","American film production company (1910–1916)","https://en.wikipedia.org/wiki/Reliance_Film_Company"
"Q12619374","Chorokbaem Media","Korean drama and animation production company.","https://en.wikipedia.org/wiki/Chorokbaem_Media"
"Q62630056","Taqqut Productions","Canadian film and television production company","https://en.wikipedia.org/wiki/Taqqut_Productions"
"Q7247679","Producciones JES","Colombian TV production company","https://en.wikipedia.org/wiki/Producciones_JES"
"Q7247721","Producers Sales Organization","independent motion picture production and distribution company","https://en.wikipedia.org/wiki/Producers_Sales_Organization"
"Q25390743","Coproduction Office","film production company","https://en.wikipedia.org/wiki/Coproduction_Office"
"Q3352944","Strix","Production companies in Sweden and Norway owned by Fremantle","https://en.wikipedia.org/wiki/Strix_(TV_production_company)"
"Q7263277","Pyramid Productions","Canadian television production company","https://en.wikipedia.org/wiki/Pyramid_Productions"
"Q7263919","Python (Monty) Pictures","British entertainment company","https://en.wikipedia.org/wiki/Python_(Monty)_Pictures"
"Q3325728","The ULULU Company","American production company and animation studio","https://en.wikipedia.org/wiki/The_ULULU_Company"
"Q7260712","Puppet Theatre Mostar",NA,"https://en.wikipedia.org/wiki/Puppet_Theatre_Mostar"
"Q7252510","Providencia Ranch",NA,"https://en.wikipedia.org/wiki/Providencia_Ranch"
"Q3358940","Overture Films","defunct US motion picture production and distribution company","https://en.wikipedia.org/wiki/Overture_Films"
"Q7277787","RS Productions","former Australian TV and Radio production company","https://en.wikipedia.org/wiki/RS_Productions"
"Q3401312","Prana Studios",NA,"https://en.wikipedia.org/wiki/Prana_Studios"
"Q63206994","/b/","4chan imageboard","https://en.wikipedia.org/wiki//b/"
"Q25344693","MVD Entertainment Group","company that releases and distributes music and entertainment","https://en.wikipedia.org/wiki/MVD_Entertainment_Group"
"Q13057224","Impress Telefilm Limited","Bangladeshi largest production house","https://en.wikipedia.org/wiki/Impress_Telefilm"
"Q7208457","Poison Pen Films","UK film company","https://en.wikipedia.org/wiki/Poison_Pen_Films"
"Q7199254","Pittsburgh Civic Light Opera","nonprofit professional theater company in Pennsylvania, USA","https://en.wikipedia.org/wiki/Pittsburgh_Civic_Light_Opera"
"Q3422434","Recorded Picture Company","British film-production company","https://en.wikipedia.org/wiki/Recorded_Picture_Company"
"Q7265372","QAP","Colombian television newscast","https://en.wikipedia.org/wiki/QAP_(Colombia)"
"Q12960186","Temple Street Productions","Canadian production company","https://en.wikipedia.org/wiki/Temple_Street_Productions"
"Q7250799","Prospect Park","American entertainment production company","https://en.wikipedia.org/wiki/Prospect_Park_(production_company)"
"Q25516987","Kuukulgur Film","Estonian film studio","https://en.wikipedia.org/wiki/Kuukulgur_Film"
"Q7261086","Pinnacle Peak Pictures","American film production and distribution company","https://en.wikipedia.org/wiki/Pinnacle_Peak_Pictures"
"Q3374486","Filmbyen","film studio in Denmark","https://en.wikipedia.org/wiki/Filmbyen"
"Q3406645","Producers Releasing Corporation","Hollywood film studio","https://en.wikipedia.org/wiki/Producers_Releasing_Corporation"
"Q61931901","Tawata Productions (New Zealand)","Māori theatre company in Wellington, New Zealand","https://en.wikipedia.org/wiki/Tawata_Productions"
"Q3366977","Partizan Midi-Minuit","French company","https://en.wikipedia.org/wiki/Partizan_Midi-Minuit"
"Q7249852","Promofilm",NA,"https://en.wikipedia.org/wiki/Promofilm"
"Q3441931","Root Sports Northwest","regional sports network in the Pacific Northwest, United States","https://en.wikipedia.org/wiki/Root_Sports_Northwest"
"Q3374896","Pentamedia Graphics",NA,"https://en.wikipedia.org/wiki/Pentamedia_Graphics"
"Q3411145","Puzzy Power",NA,"https://en.wikipedia.org/wiki/Puzzy_Power"
"Q12641796","Satirical Theatre Kerempuh","Croatian theater","https://en.wikipedia.org/wiki/Satirical_Theatre_Kerempuh"
"Q7226018","Polsky Films",NA,"https://en.wikipedia.org/wiki/Polsky_Films"
"Q7251925","Protocol Entertainment",NA,"https://en.wikipedia.org/wiki/Protocol_Entertainment"
"Q16867167","Veriscope","early film studio","https://en.wikipedia.org/wiki/Veriscope"
"Q16896404","Grasslands Entertainment","Canadian television production and distribution company","https://en.wikipedia.org/wiki/Grasslands_Entertainment"
"Q16937307","Theatre Moderne",NA,"https://en.wikipedia.org/wiki/Theatre_Moderne"
"Q85991846","Balkan Info",NA,"https://en.wikipedia.org/wiki/Balkan_Info"
"Q16923201","Cinema City & Films Co.","Hong Kong film company","https://en.wikipedia.org/wiki/Cinema_City_Enterprises"
"Q16955997","Department of Education","Australian government department, 1972-1983","https://en.wikipedia.org/wiki/Department_of_Education_(1972%E2%80%931983)"
"Q86611343","Taki Rua","New Zealand theatre organisation","https://en.wikipedia.org/wiki/Taki_Rua"
"Q97356573","DreamCrew","Canadian production company","https://en.wikipedia.org/wiki/DreamCrew"
"Q16949665","Sikhya Entertainment","Indian film production company","https://en.wikipedia.org/wiki/Sikhya_Entertainment"
"Q16961108","Charlex","American animation studio","https://en.wikipedia.org/wiki/CHRLX"
"Q86755103","AGBO","film production company founded by the Russo brothers","https://en.wikipedia.org/wiki/AGBO"
"Q16956463","Department of the Interior","Australian government department, 1939-1972","https://en.wikipedia.org/wiki/Department_of_the_Interior_(1939%E2%80%931972)"
"Q16926358","Wang Film Productions","Taiwanese-American animation studios","https://en.wikipedia.org/wiki/Wang_Film_Productions"
"Q16911977","Slap Happy Cartoons","Canadian animation company","https://en.wikipedia.org/wiki/Slap_Happy_Cartoons"
"Q16937421","Picture Palace Films",NA,"https://en.wikipedia.org/wiki/Picture_Palace_Films"
"Q16938614","Transatlantic Enterprises",NA,"https://en.wikipedia.org/wiki/Transatlantic_Enterprises"
"Q90815903","Divadlo na Fidlovačce","theatre company in the Czech Republic","https://en.wikipedia.org/wiki/Divadlo_na_Fidlova%C4%8Dce"
"Q16960149","Om Films",NA,"https://en.wikipedia.org/wiki/Om_Films"
"Q16839561","Golden Thread Productions","San Francisco-based theatre company","https://en.wikipedia.org/wiki/Golden_Thread_Productions"
"Q16962429","Embassy Row","American television, global-based format, and digital production company","https://en.wikipedia.org/wiki/Embassy_Row_(production_company)"
"Q16949440","Aurora Film Corporation","Indian film production and distribution company","https://en.wikipedia.org/wiki/Aurora_Film_Corporation"
"Q16954272","Musical Youth Theatre Company",NA,"https://en.wikipedia.org/wiki/Musical_Youth_Theatre_Company"
"Q16962803","The Orphanage","visual effects company in California","https://en.wikipedia.org/wiki/The_Orphanage_(company)"
"Q16918792","In-Gear Film Production Co.","Hong Kong production company","https://en.wikipedia.org/wiki/In-Gear_Film_Production"
"Q16950957","May 3rd Films","film and television production company","https://en.wikipedia.org/wiki/May_3rd_Films"
"Q16848850","Isle of Man Film",NA,"https://en.wikipedia.org/wiki/Isle_of_Man_Film"
"Q16880055","Island Edge",NA,"https://en.wikipedia.org/wiki/Island_Edge"
"Q16944488","PBL Productions","Australian TV production company","https://en.wikipedia.org/wiki/PBL_Productions"
"Q16934317","The Directors Company",NA,"https://en.wikipedia.org/wiki/The_Directors_Company"
"Q16955312","Natural Nylon","former British Production Company","https://en.wikipedia.org/wiki/Natural_Nylon"
"Q16932902","Stamford Shakespeare Company","organization","https://en.wikipedia.org/wiki/Stamford_Shakespeare_Company"
"Q16959592","LA Productions","British independent television and film production company","https://en.wikipedia.org/wiki/LA_Productions"
"Q16954085","Bron Studios","Canadian film production company","https://en.wikipedia.org/wiki/Bron_Studios"
"Q86750090","Authentic Entertainment",NA,"https://en.wikipedia.org/wiki/Authentic_Entertainment"
"Q16875647","Image Entertainment Corporation","Canadian animation production company","https://en.wikipedia.org/wiki/Image_Entertainment_Corporation"
"Q16875596","Grass Root Film Company","Indian film production and distribution company","https://en.wikipedia.org/wiki/Grass_Root_Film_Company"
"Q16937359","Celtic Films","a British production company","https://en.wikipedia.org/wiki/Celtic_Films"
"Q16965879","Mohawk Productions","Inc., a company owned by Time Warner","https://en.wikipedia.org/wiki/Mohawk_Productions"
"Q16934665","Sunico Films",NA,"https://en.wikipedia.org/wiki/Sunico_Films"
"Q97354044","Critical Role Productions","multimedia production company","https://en.wikipedia.org/wiki/Critical_Role_Productions"
"Q16894340","Lovelace Theatre","former puppet theater in Pittsburgh, Pennsylvania, United States","https://en.wikipedia.org/wiki/Lovelace_Theatre"
"Q16934161","Shakespeare by the Sea, Los Angeles","American theatre company","https://en.wikipedia.org/wiki/Shakespeare_by_the_Sea,_Los_Angeles"
"Q16947333","RNG Films",NA,"https://en.wikipedia.org/wiki/RNG_Films"
"Q16952742","Mission Pictures International",NA,"https://en.wikipedia.org/wiki/Mission_Pictures_International"
"Q16958660","Just Jenn Productions",NA,"https://en.wikipedia.org/wiki/Just_Jenn_Productions"
"Q85874452","Lapin Track","Japanese animation studio","https://en.wikipedia.org/wiki/Lapin_Track"
"Q16839205","Fresh One Productions","British production company","https://en.wikipedia.org/wiki/Fresh_One_Productions"
"Q16852254","Kievnauchfilm","Soviet Ukrainian film studio that produced animated and popular science films","https://en.wikipedia.org/wiki/Kievnauchfilm"
"Q97323580","CJ Major Entertainment",NA,"https://en.wikipedia.org/wiki/CJ_Major_Entertainment"
"Q16840264","Benetone Hillin Entertainment","international production company","https://en.wikipedia.org/wiki/Benetone_Hillin_Entertainment"
"Q97353698","Yokohama Animation Laboratory","Japanese animation studio","https://en.wikipedia.org/wiki/Yokohama_Animation_Laboratory"
"Q16928313","Mandragora Movies","Romanian film production company","https://en.wikipedia.org/wiki/Mandragora_Movies"
"Q84266729","LuckyChap Entertainment","American production company","https://en.wikipedia.org/wiki/LuckyChap_Entertainment"
"Q16672698","Rex Motion Picture Company","American film production company","https://en.wikipedia.org/wiki/Rex_Motion_Picture_Company"
"Q98754535","Noovo","Canadian French-language television network","https://en.wikipedia.org/wiki/Noovo"
"Q16820267","104 Films",NA,"https://en.wikipedia.org/wiki/104_Films"
"Q16823984","50 Eggs Films",NA,"https://en.wikipedia.org/wiki/50_Eggs_Films"
"Q85851558","Oily Cart Theatre Company",NA,"https://en.wikipedia.org/wiki/Oily_Cart_Theatre_Company"
"Q91396313","Vancouver Media","Spanish television production company","https://en.wikipedia.org/wiki/Vancouver_Media"
"Q85795495","RSVP Movies","Indian film production company","https://en.wikipedia.org/wiki/RSVP_Movies"
"Q104857156","Nindethana","Australian Aboriginal theatre group","https://en.wikipedia.org/wiki/Nindethana_Theatre"
"Q81950264","Higher Ground Productions","media production company founded by Barack and Michelle Obama","https://en.wikipedia.org/wiki/Higher_Ground_Productions"
"Q96391381","Made Up Stories","film and television production company","https://en.wikipedia.org/wiki/Made_Up_Stories_(company)"
"Q96677896","Washington Improv Theatrer","improv comedy organization in Washington, D.C., United States","https://en.wikipedia.org/wiki/Washington_Improv_Theater"
"Q16925094","Tianyi Film Company","film production company in Hong Kong","https://en.wikipedia.org/wiki/Tianyi_Film_Company"
"Q4304130","Stanislavsky Electrotheatre","theatre in Moscow","https://en.wikipedia.org/wiki/Electrotheatre_Stanislavsky"
"Q85784668","Media Dreams","Indian film production and distribution company","https://en.wikipedia.org/wiki/Media_Dreams"
"Q79356130","Arvo Animation","Japanese animation studio","https://en.wikipedia.org/wiki/Arvo_Animation"
"Q102226934","CANADA","Catalan visual content production company","https://en.wikipedia.org/wiki/Canada_(company)"
"Q4146748","State Academic Russian Drama Theatre Mikhail Lermontov","Russian-language theatre in Almaty, Kazakhstan","https://en.wikipedia.org/wiki/Lermontov_Russian_Drama_Theatre"
"Q83562393","Studio A-Cat","Japanese animation studio","https://en.wikipedia.org/wiki/Studio_A-Cat"
"Q104589984","El Reino Infantil","Argentinian YouTube channel","https://en.wikipedia.org/wiki/El_Reino_Infantil"
"Q4121965","Global Road Entertainment","American film production company","https://en.wikipedia.org/wiki/Open_Road_Films"
"Q16829090","Anurag Kashyap Films","Film production company","https://en.wikipedia.org/wiki/Anurag_Kashyap_Films"
"Q96402324","Rock Shrimp Productions","American media company","https://en.wikipedia.org/wiki/Rock_Shrimp_Productions"
"Q16852264","Kaos Films","British film production company","https://en.wikipedia.org/wiki/Kaos_Films"
"Q101423191","REOL Productions",NA,"https://en.wikipedia.org/wiki/REOL_Productions"
"Q104625374","Laugh Out Loud Productions","American production company and digital comedy network","https://en.wikipedia.org/wiki/Laugh_Out_Loud_Productions"
"Q96408623","The District",NA,"https://en.wikipedia.org/wiki/The_District_(production_company)"
"Q4304032","Moscow Academic Theatre of Satire","theatre in Moscow, Russia","https://en.wikipedia.org/wiki/Moscow_Satire_Theatre"
"Q16833779","Copa Studio","Brazilian animation studio","https://en.wikipedia.org/wiki/Copa_Studio"
"Q96377731","FanCentro","adult content subscription service","https://en.wikipedia.org/wiki/FanCentro"
"Q16833998","Creative Impulse Entertainment",NA,"https://en.wikipedia.org/wiki/Creative_Impulse_Entertainment"
"Q99304171","Lemon Sky Studios","Malaysian animation company","https://en.wikipedia.org/wiki/Lemon_Sky_Studios"
"Q16825684","Asta Film",NA,"https://en.wikipedia.org/wiki/Asta_Film"
"Q96249759","Wolfsbane","Japanese animation studio","https://en.wikipedia.org/wiki/Wolfsbane_(animation_studio)"
"Q96406620","Studio N","Korean film and television studio","https://en.wikipedia.org/wiki/Studio_N_(company)"
"Q4327207","Non-Stop Production",NA,"https://en.wikipedia.org/wiki/Non-Stop_Production"
"Q85867255","Sola Digital Arts","Japanese animation studio","https://en.wikipedia.org/wiki/Sola_Digital_Arts"
"Q16824512","Ajay Devgn Films","Indian film production and distribution company","https://en.wikipedia.org/wiki/Ajay_Devgn_FFilms"
"Q96336851","Badabun","Mexican production company","https://en.wikipedia.org/wiki/Badabun"
"Q96382161","Insight Productions","Canadian production company","https://en.wikipedia.org/wiki/Insight_Productions"
"Q16828554","Bumper Films","British stop motion animation studio","https://en.wikipedia.org/wiki/Bumper_Films"
"Q85738663","87North Productions","American film production company","https://en.wikipedia.org/wiki/87North_Productions"
"Q16711321","Federal Fund for Social and Economic Support of Domestic Cinematography",NA,"https://en.wikipedia.org/wiki/Cinema_Foundation_of_Russia"
"Q96031382","Roth/Kirschenbaum Films","film production company","https://en.wikipedia.org/wiki/Roth/Kirschenbaum_Films"
"Q96419248","Rideback","American film production company","https://en.wikipedia.org/wiki/Rideback_(production_company)"
"Q96376624","DreamWorks Animation Television","American television animation studio and production company","https://en.wikipedia.org/wiki/DreamWorks_Animation_Television"
"Q104854432","Scythia Films","Canadian entertainment company","https://en.wikipedia.org/wiki/Scythia_Films"
"Q85744869","Bad Wolf","British television production company","https://en.wikipedia.org/wiki/Bad_Wolf_(production_company)"
"Q79359940","Felix Film","Japanese animation studio","https://en.wikipedia.org/wiki/Felix_Film"
"Q4127371","Russian World Studios","Russian film production company","https://en.wikipedia.org/wiki/Russian_World_Studios"
"Q93589992","Okuruto Noboru","Japanese animation studio","https://en.wikipedia.org/wiki/Okuruto_Noboru"
"Q83612827","Pomato","an online video production team based in Hong Kong","https://en.wikipedia.org/wiki/Pomato_(company)"
"Q16693899","Babylon'13","Ukrainian association of independent filmmakers formed at the beginning of the Revolution of Dignity","https://en.wikipedia.org/wiki/Babylon%2713"
"Q104567884","Trial & Error","Hong Kong YouTube channel","https://en.wikipedia.org/wiki/Trial_%26_Error_(company)"
"Q79586112","Monkey Kingdom","independent British television production company","https://en.wikipedia.org/wiki/Monkey_Kingdom_(production_company)"
"Q85769683","International Pictures","defunct American film production company","https://en.wikipedia.org/wiki/International_Pictures"
"Q85744979","Baker Stock Company",NA,"https://en.wikipedia.org/wiki/Baker_Stock_Company"
"Q16826132","AgostoDos Pictures","independent film studio","https://en.wikipedia.org/wiki/AgostoDos_Pictures"
"Q85756877","Digital eMation",NA,"https://en.wikipedia.org/wiki/Digital_eMation"
"Q4306553","Filmways","former American television and film production company","https://en.wikipedia.org/wiki/Filmways"
"Q105189840","Revoroot","Japanese animation studio","https://en.wikipedia.org/wiki/Revoroot"
"Q85846254","Justin Roiland's Solo Vanity Card Productions!","American TV animation studio.","https://en.wikipedia.org/wiki/Justin_Roiland%27s_Solo_Vanity_Card_Productions"
"Q16834540","Asia Film Company",NA,"https://en.wikipedia.org/wiki/Asia_Film_Company"
"Q4239685","Red Square","TV production company","https://en.wikipedia.org/wiki/Krasny_Kvadrat"
"Q83528889","Lendok Open Film Studio","Soviet and Russian non-fiction film studio","https://en.wikipedia.org/wiki/Lendoc"
"Q85847004","Purple Rose Theatre Company","business in Chelsea, Michigan, USA","https://en.wikipedia.org/wiki/Purple_Rose_Theatre_Company"
"Q4264431","SinemArt","Indonesian production house","https://en.wikipedia.org/wiki/SinemArt"
"Q85764594","Grid Iron Theatre Company",NA,"https://en.wikipedia.org/wiki/Grid_Iron_Theatre_Company"
"Q96391821","Maniac Productions",NA,"https://en.wikipedia.org/wiki/Maniac_Productions"
"Q4258535","Lennauchfilm","film studio","https://en.wikipedia.org/wiki/Lennauchfilm"
"Q101445585","Ebony Film Corporation","Film company in Chicago","https://en.wikipedia.org/wiki/Ebony_Film_Corporation"
"Q4166217","Donetsk National Academic Ukrainian Musical and Drama Theatre","theatre in Donetsk, Ukraine","https://en.wikipedia.org/wiki/Donetsk_National_Academic_Ukrainian_Musical_and_Drama_Theatre"
"Q96399436","PinupFiles","adult website","https://en.wikipedia.org/wiki/PinupFiles"
"Q85793324","Piki Films","New Zealand film production company","https://en.wikipedia.org/wiki/Piki_Films"
"Q93005436","Circa Theatre","Wellington theatre company","https://en.wikipedia.org/wiki/Circa_Theatre"
"Q85783035","Maddock Films","Indian film production company","https://en.wikipedia.org/wiki/Maddock_Films"
"Q85763878","Gold Medalist","entertainment agency in South Korea","https://en.wikipedia.org/wiki/Gold_Medalist_(company)"
"Q85739993","Africa Films",NA,"https://en.wikipedia.org/wiki/Africa_Films"
"Q105453194","Broome Exhibition Company","American film company","https://en.wikipedia.org/wiki/Broome_Exhibition_Company"
"Q96412722","Unity Theatre","New Zealand theatre company","https://en.wikipedia.org/wiki/Unity_Theatre,_Wellington"
"Q85767116","Hombale Films","Indian film studio","https://en.wikipedia.org/wiki/Hombale_Films"
"Q104522015","OddLot Entertainment","defunct US production company","https://en.wikipedia.org/wiki/OddLot_Entertainment"
"Q16677238","Société des Cinéromans",NA,"https://en.wikipedia.org/wiki/Soci%C3%A9t%C3%A9_des_Cin%C3%A9romans"
"Q104865187","Welsh Theatre Company","Welsh theatrical company","https://en.wikipedia.org/wiki/Welsh_Theatre_Company"
"Q85761690","Forrest Films","American film production company","https://en.wikipedia.org/wiki/Forrest_Films"
"Q85805367","Te Ohu Whakaari","Māori theatre cooperative","https://en.wikipedia.org/wiki/Te_Ohu_Whakaari"
"Q16828691","C-Station","Japanese animation studio","https://en.wikipedia.org/wiki/C-Station"
"Q96413980","Victory Contents",NA,"https://en.wikipedia.org/wiki/Victory_Contents"
"Q104636940","Studio Kai","Japanese animation studio","https://en.wikipedia.org/wiki/Studio_Kai"
"Q99557876","Lesprit","Japanese animation studio","https://en.wikipedia.org/wiki/Lesprit"
"Q16824324","Æternam Films","French film production company","https://en.wikipedia.org/wiki/%C3%86ternam_Films"
"Q104844875","Elephant Music","music production company based in London, England","https://en.wikipedia.org/wiki/Elephant_Music"
"Q104843793","A. H. Fischer Features","film production company","https://en.wikipedia.org/wiki/A._H._Fischer_Features"
"Q85804726","T-Street Productions","American film and television production company","https://en.wikipedia.org/wiki/T-Street_Productions"
"Q85782820","MD Productions","Pakistani TV & film production company","https://en.wikipedia.org/wiki/MD_Productions"
"Q4300318","Moldova-Film",NA,"https://en.wikipedia.org/wiki/Moldova-Film"
"Q96376054","Davis Entertainment Filmworks",NA,"https://en.wikipedia.org/wiki/Davis_Entertainment_Filmworks"
"Q16824419","British and Dominions Imperial Studios","Former film production company in Elstree, England","https://en.wikipedia.org/wiki/British_and_Dominions_Imperial_Studios"
"Q85792735","Peninsula Pictures","Indian production company","https://en.wikipedia.org/wiki/Peninsula_Pictures"
"Q96405236","Secret Hideout","film and television production company","https://en.wikipedia.org/wiki/Secret_Hideout"
"Q106833252","Black Box Foundation","Hungarian independent media group","https://en.wikipedia.org/wiki/Black_Box_(video_magazine)"
"Q116257582","Aquarius Films","Australian entertainment company","https://en.wikipedia.org/wiki/Aquarius_Films"
"Q109253079","Trans World Entertainment",NA,"https://en.wikipedia.org/wiki/Trans_World_Entertainment_(film_company)"
"Q110249589","Lumpens","South Korean video creation company","https://en.wikipedia.org/wiki/Lumpens"
"Q111992633","Quizzical Pictures","South African production company","https://en.wikipedia.org/wiki/Quizzical_Pictures"
"Q107437988","Suitcase Theatre","theatre company in Dunedin, New Zealand","https://en.wikipedia.org/wiki/Suitcase_Theatre"
"Q108428228","Bellesa","pornographic company","https://en.wikipedia.org/wiki/Bellesa"
"Q106865528","Kila Kokonut Krew","theatre and music production company in New Zealand","https://en.wikipedia.org/wiki/Kila_Kokonut_Krew"
"Q111174441","Bandai Namco Music Live","anime and music producer and distributor","https://en.wikipedia.org/wiki/Bandai_Namco_Music_Live"
"Q116214693","Cloud Hearts","Japanese animation studio","https://en.wikipedia.org/wiki/Cloud_Hearts"
"Q107407550","Prospect Park Productions NZ","a New Zealand theatre company, established in 2016 by producer, H-J Kilkelly, and writer, Emily Duncan.","https://en.wikipedia.org/wiki/Prospect_Park_Productions_NZ"
"Q115056182","Salah Zulfikar Films Company","Film Production Company","https://en.wikipedia.org/wiki/Salah_Zulfikar_Films_Company"
"Q117336671","BibleProject","nonprofit making free educational content about the Bible","https://en.wikipedia.org/wiki/BibleProject"
"Q113364668","Nintendo Pictures","Japanese animation studio","https://en.wikipedia.org/wiki/Nintendo_Pictures"
"Q110903901","Omaha Productions","American entertainment company","https://en.wikipedia.org/wiki/Omaha_Productions"
"Q111181621","TV-Loonland AG","was a German branding and management company that specialized in the production of children's programmes","https://en.wikipedia.org/wiki/TV-Loonland_AG"
"Q106855415","Massive Theatre Company","theatre company in Auckland","https://en.wikipedia.org/wiki/Massive_Theatre_Company"
"Q109936383","Théâtre du Vaudeville","theatre in Paris","https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_du_Vaudeville"
"Q108857263","Crown Seven Ventures","Philippine film production company","https://en.wikipedia.org/wiki/Crown_Seven_Ventures"
"Q108750502","White Eagle Enterprises","US film production company","https://en.wikipedia.org/wiki/White_Eagle_Enterprises"
"Q111951496","G-Worldwide Entertainment","record label in Nigeria","https://en.wikipedia.org/wiki/G-Worldwide_Entertainment"
"Q119026174","Khalabo Ink Society","film production company","https://en.wikipedia.org/wiki/Khalabo_Ink_Society"
"Q107366579","Kinetic Content","American television production company","https://en.wikipedia.org/wiki/Kinetic_Content"
"Q109935584","Théâtre des Nouveautés","former theatre company (1827–1832), performing in the Salle de la Bourse in Paris","https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Nouveaut%C3%A9s_(Salle_de_la_Bourse)"
"Q107404954","The Firehouse Theater",NA,"https://en.wikipedia.org/wiki/Firehouse_Theater"
"Q109354463","Chorki","Bangladeshi content platform and production company","https://en.wikipedia.org/wiki/Chorki_(OTT)"
"Q108083964","The Basement Theatre","New Zealand theatre","https://en.wikipedia.org/wiki/The_Basement_Theatre"
"Q107559756","Ricky Schroder Productions","film and television production company","https://en.wikipedia.org/wiki/Ricky_Schroder_Productions"
